Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
06PJN0038S,1,MATUTINO,EL PEQUE¿ MUNDO DE KARLA,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,6,COLIMA,10,VILLA DE ÁLVAREZ,1,CIUDAD DE VILLA DE ÁLVAREZ,CALLE JUAN ESCUTIA,83,CALLE AQUILES SERDAN,CALLE CRISTOBAL COLON,CALLE ZARAGOZA,14,CENTRO,0,3123757,3123757,,,20,17,37,0,2,2,3,3,,103:44:13.20 W,19:15:53.28 N,-103.737,19.2648
06SBH0007C,4,DISCONTINUO,"""PREPARATORIA POPULAR """"JOSE MARTI"""" NUM. 7""",MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PRIVADO,SUBSIDIO,6,COLIMA,8,MINATITLÁN,1,MINATITLÁN,CALLE 5 DE MAYO,0,CALLE 16 DE SEPTIEMBRE,NINGUNO NINGUNO,NINGUNO NINGUNO,4,CENTRO,0,3360522,3360522,,,,,,,,,,,,104:2:60.00 W,19:23:9.96 N,-104.05,19.3861
06DPR0173I,1,MATUTINO,JOSE MARIA MORELOS,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,10,VILLA DE ÁLVAREZ,1,CIUDAD DE VILLA DE ÁLVAREZ,CALLE MORELOS,68,CALLE J. MERCED CABRERA,CALLE JOSEFA ORTIZ DE DOMINGUEZ,CALLE AQUILES SERDAN,14,CENTRO,0,3110404,3110404,,,164,140,304,2,10,12,12,12,,103:44:13.20 W,19:15:53.28 N,-103.737,19.2648
06DPR0218O,2,VESPERTINO,PALADINES DE LA REVOLUCION,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,9,TECOMÁN,1,TECOMÁN,CALLE MEDELLIN,745,CALLE GUADALUPE VICTORIA,CALLE CANAL DE AMELA,CALLE 18 DE JULIO,7,CENTRO,0,3242489,3242489,,,145,128,273,3,9,12,12,12,,103:52:26.40 W,18:54:37.80 N,-103.874,18.9105
06UCT0033J,2,VESPERTINO,BACHILLERATO 29,MEDIA SUPERIOR,MEDIA SUPERIOR,TECNOLÓGICO,PÚBLICO,AUTÓNOMO,6,COLIMA,2,COLIMA,109,LOS TEPAMES,PROLONGACIÓN FRANCISCO I. MADERO,0,CALLE CARRETERA TEPAMES-COLIMA,CALLE CARRETERA TEPAMES-ESTAPILLA,NINGUNO NINGUNO,1,NINGUNO,28600,3110110,3110110,,,,,,,,,,,,103:37:19.20 W,19:5:36.60 N,-103.622,19.0935
06DPR0315Q,1,MATUTINO,LEONARDO B. GUTIERREZ,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,4,COQUIMATLÁN,16,LOS LIMONES,CALLE LEONARDO B. GUTIERREZ,0,CALLE VENUSTIANO CARRANZA,CALLE 16 DE SEPTIEMBRE,NINGUNO NINGUNO,1,NINGUNO,28400,,,,,26,28,54,0,2,2,3,3,,103:46:51.60 W,19:14:7.08 N,-103.781,19.2353
06EBT0018A,2,VESPERTINO,RAMONA ANDRADE,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PÚBLICO,ESTATAL,6,COLIMA,6,IXTLAHUACÁN,1,IXTLAHUACÁN,CALLE NI?O ARTILLERO,4,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,8,NINGUNO,28700,,,,,,,,,,,,,,103:44:20.40 W,19:0:4.32 N,-103.739,19.0012
06DPR0199Q,1,MATUTINO,NI¿S HEROES,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,7,MANZANILLO,1,MANZANILLO,AVENIDA NIðOS HEROES,464,CALLE J. JESUS ALCARAZ,CALLE JÓN HEROES DE CHAPULTEPEC,CALLE JÓN HEROES DE CHAPULTEPEC,214,CENTRO HISTORICO,28200,3322662,3322662,,,105,117,222,3,9,12,12,12,,104:18:57.60 W,19:3:11.52 N,-104.316,19.0532
06USU0003P,4,DISCONTINUO,FACULTAD DE COMERCIO EXTERIOR,SUPERIOR,SUPERIOR,LICENCIATURA Y POSGRADO,PÚBLICO,AUTÓNOMO,6,COLIMA,7,MANZANILLO,1,MANZANILLO,CALLE CARRETERA MANZANILLO - CIHUATLAN KILOMETRO 20.5,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,169,NINGUNO,0,3111213,3111213,,,,,,,,,,,,104:18:57.60 W,19:3:11.52 N,-104.316,19.0532
06DPR0090Z,1,MATUTINO,MELCHOR OCAMPO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,4,COQUIMATLÁN,23,LA SIDRA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28400,,,,,4,10,14,0,0,0,1,3,,103:59:6.00 W,19:15:0.00 N,-103.985,19.25
06DPR0204L,1,MATUTINO,FRANCISCO I. MADERO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,6,IXTLAHUACÁN,3,AGUA DE LA VIRGEN,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28700,,,,,11,9,20,0,0,0,1,2,,103:37:40.80 W,18:56:20.04 N,-103.628,18.9389
06DJN0004X,1,MATUTINO,GREGORIO TORRES QUINTERO,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,7,MANZANILLO,49,LAS JUNTAS (LA FLOREÑA),NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28800,,,,,21,25,46,0,1,1,3,3,,104:13:26.40 W,19:3:19.08 N,-104.224,19.0553
06DJN0011G,1,MATUTINO,NI¿S HEROES DE CHAPULTEPEC,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,6,IXTLAHUACÁN,1,IXTLAHUACÁN,CALLE HIDALGO,0,CALLE ARROYO SECO,NINGUNO NINGUNO,NINGUNO NINGUNO,2,CENTRO,0,3249256,3249256,,,35,31,66,0,4,4,4,4,,103:44:20.40 W,19:0:4.32 N,-103.739,19.0012
06DJN0216Z,2,VESPERTINO,BENITO JUAREZ,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,9,TECOMÁN,25,CERRO DE ORTEGA,CALLE GOMEZ FARIAS,0,CALLE REY COLIMAN,CALLE DR. MIGUEL GALINDO,NINGUNO NINGUNO,11,CERRO DE ORTEGA,28900,3250463,3250463,,,45,57,102,0,4,4,4,8,,103:43:8.40 W,18:44:58.92 N,-103.719,18.7497
06DML0012E,1,MATUTINO,CENTRO DE ATENCION MULTIPLE,ESPECIAL,CAM,CAM,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,10,VILLA DE ÁLVAREZ,1,CIUDAD DE VILLA DE ÁLVAREZ,CALLE COLIMA,0,CALLE INDEPENDENCIA,CALLE ARMERIA,CALLE CUAUHTEMOC,189,ADOLFO LOPEZ MATEOS,28975,,,,,17,17,34,1,8,9,7,7,,103:44:13.20 W,19:15:53.28 N,-103.737,19.2648
06USU0010Z,4,DISCONTINUO,FACULTAD DE CONTABILIDAD Y ADMINISTRACIÓN TECOMÁN,SUPERIOR,SUPERIOR,LICENCIATURA Y POSGRADO,PÚBLICO,AUTÓNOMO,6,COLIMA,9,TECOMÁN,1,TECOMÁN,CALLE RIO UZUMACINTA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,62,NINGUNO,0,3229403,3229403,,,,,,,,,,,,103:52:26.40 W,18:54:37.80 N,-103.874,18.9105
06EPR0032I,3,NOCTURNO,MIGUEL HIDALGO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,ESTATAL,6,COLIMA,2,COLIMA,1,COLIMA,CALLE MACLOVIO HERRERA,502,CALLE AVENIDA DE LOS MAESTROS,CALLE DE LA CRUZ,CALLE FRANCISCO VILLA,15,CENTRO,0,,,,,15,18,33,1,5,6,6,6,,103:43:40.80 W,19:14:34.44 N,-103.728,19.2429
06ETK0024T,2,VESPERTINO,TELEBACHILLERATO COMUNITARIO 24,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,6,COLIMA,10,VILLA DE ÁLVAREZ,70,LA LIMA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28950,,,,,,,,,,,,,,103:40:19.20 W,19:24:18.72 N,-103.672,19.4052
06ETV0008H,1,MATUTINO,GUILLERMO ANGUIANO LANDIN,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,ESTATAL,6,COLIMA,7,MANZANILLO,16,LOS CEDROS,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28810,3341467,3341467,,,34,32,66,1,2,3,3,3,,104:14:20.40 W,19:17:4.92 N,-104.239,19.2847
06KJN0040L,1,MATUTINO,CONAFE PREESCOLAR,BÁSICA,PREESCOLAR,COMUNITARIO,PÚBLICO,FEDERAL,6,COLIMA,8,MINATITLÁN,17,LA LOMA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28750,,,,,11,10,21,1,1,2,0,0,,104:2:49.20 W,19:28:42.60 N,-104.047,19.4785
06KPR0356Z,1,MATUTINO,CONAFE PRIMARIA,BÁSICA,PRIMARIA,COMUNITARIO,PÚBLICO,FEDERAL,6,COLIMA,9,TECOMÁN,962,CRUCERO DE LA PRIMAVERA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28929,,,,,2,2,4,0,1,1,0,0,,103:49:44.40 W,18:51:2.88 N,-103.829,18.8508
06PPR0025E,1,MATUTINO,COLEGIO VICTORIANO GUZMAN,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,6,COLIMA,9,TECOMÁN,1,TECOMÁN,CALLE JUPITER,85,CALLE INSURGENTES,CALLE MARTE,NINGUNO NINGUNO,46,TEPEYAC,28110,3240860,3240860,,,87,93,180,3,6,9,9,10,,103:52:26.40 W,18:54:37.80 N,-103.874,18.9105
06DPR0467V,2,VESPERTINO,16 DE SEPTIEMBRE,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,2,COLIMA,1,COLIMA,CALLE GUTIERREZ TIBON,0,CALLE AVENIDA NIðOS HEROES,CALLE 24 DE FEBRERO,CALLE ADOLFO RUIZ CORTINES,18,LA ESTANCIA,28048,3123495,3123495,,,94,106,200,3,6,9,9,12,,103:43:40.80 W,19:14:34.44 N,-103.728,19.2429
06ETK0014M,2,VESPERTINO,TELEBACHILLERATO COMUNITARIO 14,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,6,COLIMA,2,COLIMA,71,EL CHANAL,CALLE CHICHENITZA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28610,,,,,,,,,,,,,,103:42:21.60 W,19:17:40.92 N,-103.706,19.2947
06FEI0024L,4,DISCONTINUO,MODULO XIV,INICIAL,INICIAL,INICIAL NO ESCOLARIZADA,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,9,TECOMÁN,1,TECOMÁN,CALLE PLAYA DE CUIZMALA,0,CALLE PLAYA DE CUIZMALA,CALLE LAGUNA DE ZAPOTLAN,NINGUNO NINGUNO,7,CENTRO,0,,,,,32,56,88,0,9,9,0,0,,103:52:26.40 W,18:54:37.80 N,-103.874,18.9105
06UET0006K,4,DISCONTINUO,INSTITUTO UNIVERSITARIO DE BELLAS ARTES,MEDIA SUPERIOR,MEDIA SUPERIOR,PROFESIONAL TÉCNICO,PÚBLICO,AUTÓNOMO,6,COLIMA,2,COLIMA,1,COLIMA,CALLE MANUEL GALLARDO ZAMORA,99,CALLE GABINO BARREDA,CALLE 27 DE SEPTIEMBRE,CALLE VALENTÍN GÓMEZ FARÍAS,15,CENTRO,28000,3161175,3161175,,,,,,,,,,,,103:43:40.80 W,19:14:34.44 N,-103.728,19.2429
06DPR0397Q,2,VESPERTINO,MA. CONCEPCION FARIAS PEREZ DE LEON,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,9,TECOMÁN,1,TECOMÁN,CALLE GREGORIO TORRES QUINTERO,0,CALLE RICARDO SEVILLA DEL RIO,CALLE ANTONIO GARCIA BRIZUELA,NINGUNO NINGUNO,38,PONCIANO ARRIAGA,28160,3266835,3266835,,,69,74,143,1,5,6,6,12,,103:52:26.40 W,18:54:37.80 N,-103.874,18.9105
06EBT0014E,2,VESPERTINO,CENTRO DE ECONOMIA DOMESTICA,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PÚBLICO,ESTATAL,6,COLIMA,7,MANZANILLO,1,MANZANILLO,CALLE COLIMA,42,CALLE VERACRUZ,CALLE DOLORES HIDALGO,CALLE GUERRERO,213,BENITO JUAREZ,28237,,,,,,,,,,,,,,104:17:1.42 W,19:3:34.08 N,-104.283728,19.059468
06EES0008B,1,MATUTINO,CONSTITUCION DE 1857,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,ESTATAL,6,COLIMA,2,COLIMA,1,COLIMA,CALLE SIMON BOLIVAR,295,CALLE MARIANO AZUELA,CALLE AVENIDA 20 DE NOVIEMBRE,CALLE JORGE WASHINGTON,73,SAN PABLO,0,3121616,3121616,,,228,217,445,15,16,31,12,12,,103:43:40.80 W,19:14:34.44 N,-103.728,19.2429
06ETK0015L,2,VESPERTINO,TELEBACHILLERATO COMUNITARIO 15,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,6,COLIMA,3,COMALA,13,LOS COLOMOS,CALLE LAGUNA SECA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28465,,,,,,,,,,,,,,103:45:7.20 W,19:24:14.04 N,-103.752,19.4039
06DPR0018Q,2,VESPERTINO,GLORIA ELENA ZAMORANO HUERTA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,7,MANZANILLO,1,MANZANILLO,CALLE ROSITA ALVIREZ,0,CALLE SAN FRANCISCO,CALLE PROLONGACIÓN LAGUNA DE ALCUZAHUE,NINGUNO NINGUNO,217,EL JABALI,28863,3348821,3348821,,,166,133,299,2,10,12,12,12,,104:18:57.60 W,19:3:11.52 N,-104.316,19.0532
06PBT0135W,2,VESPERTINO,INSTITUTO DE IDIOMAS INTERLINGUE,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PRIVADO,PRIVADO,6,COLIMA,7,MANZANILLO,1,MANZANILLO,CALLE SAN LUIS POTOSI,7,CALLE DOLORES HIDALGO,CALLE OAXACA,NINGUNO NINGUNO,1,16 DE SEPTIEMBRE,28239,3321546,3321546,,,,,,,,,,,,104:18:57.60 W,19:3:11.52 N,-104.316,19.0532
06DBA0019M,3,NOCTURNO,MANUEL AVILA CAMACHO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,2,COLIMA,1,COLIMA,CALLE ANSELMO CANO,373,CALLE SOSTENES ROCHA,CALLE FRANCISCO VILLARREAL,CALLE PROLONGACIÓN CRISTOBAL COLON,1,ALBARRADA 1,0,,,,,,,,,,,,,,103:43:40.80 W,19:14:34.44 N,-103.728,19.2429
06DPR0291X,1,MATUTINO,RAMONA OLVERA CRUZ,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,7,MANZANILLO,1,MANZANILLO,CALLE OCEANO ATLANTICO,0,CALLE MAR ROJO,CALLE AðO DEL BICENTENARIO DE LA INDEPENDENCIA NACIONAL,NINGUNO NINGUNO,227,MIRAVALLE,28860,,,,,114,115,229,2,5,7,8,8,,104:18:57.60 W,19:3:11.52 N,-104.316,19.0532
06DJN0119Y,1,MATUTINO,PORFIRIO GAYTAN NU¿Z,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,10,VILLA DE ÁLVAREZ,1,CIUDAD DE VILLA DE ÁLVAREZ,CALLE CRISTOBAL COLON,0,CALLE ANDADOR ESTRELLA POLAR,CALLE ANDADOR CRUZ DEL SUR,CALLE UNICORNIO,198,MANUEL M. DIEGUEZ,28973,3133152,3133152,,,31,46,77,0,4,4,4,4,,103:44:13.20 W,19:15:53.28 N,-103.737,19.2648
06DPR0017R,1,MATUTINO,RICARDO FLORES MAGON,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,10,VILLA DE ÁLVAREZ,1,CIUDAD DE VILLA DE ÁLVAREZ,CALLE GRISELDA ALVAREZ,443,CALLE YUCATAN,CALLE SONORA,CALLE AVENIDA DIEGO GARCIA CONDE,29,LOMA BONITA,28984,3149905,3149905,,,182,180,362,4,8,12,12,12,,103:44:13.20 W,19:15:53.28 N,-103.737,19.2648
06DPR0102O,1,MATUTINO,RAZA DE BRONCE,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,1,ARMERÍA,42,LOS REYES (ZORRILLOS),CALLE BENITO RINCON,0,NINGUNO NINGUNO,NINGUNO NINGUNO,CALLE JOSE PANO,1,NINGUNO,28340,,,,,45,34,79,2,1,3,4,5,,104:3:46.80 W,18:58:55.56 N,-104.063,18.9821
06DPR0136E,1,MATUTINO,MONICO CHAVIRA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,2,COLIMA,112,TINAJAS,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28600,,,,,16,14,30,0,1,1,2,4,,103:35:6.00 W,19:2:29.04 N,-103.585,19.0414
06NJN0003E,1,MATUTINO,ISSSTESTANCIAS,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL,6,COLIMA,2,COLIMA,1,COLIMA,CALZADA GALVAN NORTE,63,CALLE VICENTE GUERRERO,CALLE ZARAGOZA,CALLE AVENIDA NI?OS HEROES,15,CENTRO,0,3121340,3121340,,,41,36,77,0,8,8,4,4,,103:43:40.80 W,19:14:34.44 N,-103.728,19.2429
06PBT0100G,2,VESPERTINO,ESCUELA TECNICA DE BELLEZA BLANCHE,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PRIVADO,PRIVADO,6,COLIMA,2,COLIMA,1,COLIMA,CALLE CONSTITUCION,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,120,NINGUNO,0,3121033,3121033,,,,,,,,,,,,103:43:40.80 W,19:14:34.44 N,-103.728,19.2429
06DPR0258P,1,MATUTINO,NI¿S HEROES,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,2,COLIMA,92,LOS ORTICES,AVENIDA NIðOS HEROES,0,CALLE FRANCISCO MARQUEZ,CALLE AVENIDA NIðOS HEROES,CALLE SAN BLAS,1,NINGUNO,28647,3247225,3247225,,,14,25,39,1,0,1,2,4,,103:44:2.40 W,19:6:42.84 N,-103.734,19.1119
06DPR0246K,1,MATUTINO,PALADINES DE LA REVOLUCION,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,9,TECOMÁN,1,TECOMÁN,CALLE MEDELLIN,745,CALLE GUADALUPE VICTORIA,CALLE CANAL DE AMELA,CALLE 18 DE JULIO,7,CENTRO,0,3240922,3240922,,,166,173,339,4,9,13,13,13,,103:52:26.40 W,18:54:37.80 N,-103.874,18.9105
06PBH0031F,1,MATUTINO,COLEGIO INGLES DE COLIMA,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PRIVADO,PRIVADO,6,COLIMA,2,COLIMA,1,COLIMA,CAMINO EL CHANAL 100 M.,0,CALLE ACERINA,CALLE AMATISTA,CALLE ESMERALDA,228,SIN NOMBRE DE COLONIA,28017,3302373,3302373,,,,,,,,,,,,103:43:40.80 W,19:14:34.44 N,-103.728,19.2429
06DPR0221B,1,MATUTINO,CINCO DE FEBRERO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,6,COLIMA,2,COLIMA,49,ACATITÁN,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,28645,,,,,20,17,37,0,1,1,2,2,,103:43:26.40 W,19:8:42.00 N,-103.724,19.145
