Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
17USU0040Z,4,DISCONTINUO,CENTRO DE INVESTIGACIONES BIOLÓGICAS,SUPERIOR,SUPERIOR,LICENCIATURA Y POSGRADO,PÚBLICO,AUTÓNOMO,17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE AVENIDA UNIVERSIDAD,1001,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,31,CHAMILPA,62210,7773297000,7773297000,,,,,,,,,,,,99:14:16.94 W,18:58:48.60 N,-99.238039,18.980167
17PJN0590P,1,MATUTINO,COLEGIO BOSQUES DEL MIRAVAL,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE GUADALAJARA,32,PRIVADA BRISA,PRIVADA VICTORIA,AVENIDA DOMINGO DIEZ,140,BOSQUES DEL MIRAVAL,62270,7772022956,7772022956,,,2,5,7,0,1,1,3,3,,99:14:6.10 W,18:56:15.23 N,-99.235029,18.937563
17PJN0616G,1,MATUTINO,COLEGIO JOSÉ SÁNCHEZ DEL RÍO PLANTEL BOSQUES,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE BUGAMBILIAS,20,AVENIDA AHUATEPEC,CALLE SANTA ROSA,CALLE SANTA ROSA,141,BOSQUES DE CUERNAVACA,62340,,,,,9,6,15,0,0,0,1,2,,99:14:5.63 W,18:55:18.42 N,-99.234897,18.921783
17PJN0617F,1,MATUTINO,COLEGIO MULTIDISCIPLINARIO DE MORELOS,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,17,MORELOS,6,CUAUTLA,1,CUAUTLA,AVENIDA PROGRESO,703,CALLE FRANCISCO I. MADERO,CALLE JOSÉ MARÍA MORELOS,CALLE ADOLFO LÓPEZ MATEOS,3,5 DE FEBRERO,62743,7351542179,7351542179,,,4,1,5,0,1,1,1,3,,98:55:47.05 W,18:48:34.45 N,-98.929736,18.80957
17DST0003F,1,MATUTINO,"ESCUELA SECUNDARIA TECNICA NUM. 45, ISIDRO FABELA ALFARO",BÁSICA,SECUNDARIA,TÉCNICA,PÚBLICO,FEDERAL TRANSFERIDO,17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE SAN JUAN ESQUINA ISIDRO FABELA,0,CALLE IGNACIO FABELA,CALLE SAN JUAN,CALLE FRACCIONAMIENTO REAL LAS QUINTAS,35,CIUDAD CHAPULTEPEC,62450,7771002450,7771002450,,,154,141,295,7,9,15,9,9,,99:12:51.30 W,18:54:55.67 N,-99.21425,18.915463
17DST0003F,2,VESPERTINO,"ESCUELA SECUNDARIA TECNICA NUM. 45, ISIDRO FABELA ALFARO",BÁSICA,SECUNDARIA,TÉCNICA,PÚBLICO,FEDERAL TRANSFERIDO,17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE SAN JUAN ESQUINA ISIDRO FABELA,0,CALLE IGNACIO FABELA,CALLE SAN JUAN,CALLE FRACCIONAMIENTO REAL LAS QUINTAS,35,CIUDAD CHAPULTEPEC,62450,7771002450,7771002450,,,154,141,295,7,9,15,9,9,,99:12:51.30 W,18:54:55.67 N,-99.21425,18.915463
17DPR0337H,1,MATUTINO,AQUILES SERDAN,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,17,MORELOS,25,TLAQUILTENANGO,14,NEXPA,CALLE VICENTE GUERRERO,1,CALLE GALEANA,CALLE MATAMOROS,NINGUNO NINGUNO,2,NEXPA,62986,7343730083,7343730083,,,27,28,55,1,1,2,1,3,,99:8:40.99 W,18:31:12.00 N,-99.14472,18.52
17DPR0609I,2,VESPERTINO,LIC. BENITO JUAREZ GARCIA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,17,MORELOS,29,YAUTEPEC,1,YAUTEPEC DE ZARAGOZA,CALLE EMILIANO ZAPATA SALAZAR,23,CALLE DEL BOSQUE,CALLE MOCTEZUMA,NINGUNO NINGUNO,46,YAUTEPEC CENTRO,62730,7353940692,7353940692,,,138,137,275,5,4,9,9,9,,99:3:40.39 W,18:53:14.69 N,-99.061219,18.887413
17DPR0680T,1,MATUTINO,JUAN N. ALVAREZ,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,PRIVADA MELCHOR OCAMPO,0,CALLE JAVIER SALINAS,CALLE MELCHOR OCAMPO,NINGUNO NINGUNO,107,PARQUE MELCHOR OCAMPO,62280,7773189996,7773189996,,,77,72,149,0,6,6,6,6,,99:13:58.59 W,18:55:48.35 N,-99.232943,18.930096
17DPR0838B,2,VESPERTINO,PROFR. CARLOS PEREZ GUERRERO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE TULIPAN CUBANO,0,CALLE TULIPAN AFRICANO,CALLE TULIPAN AUSTRALIANO,NINGUNO NINGUNO,98,MARTIRES DE RIO BLANCO,62388,7773227953,7773227953,,,87,91,178,3,5,8,8,12,,99:11:10.63 W,18:55:50.52 N,-99.186285,18.930701
