Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
08DJN0223H,1,MATUTINO,HELLEN KELLER,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,17,CUAUHTÉMOC,1,CUAUHTÉMOC,CALLE PLAN DE AYALA,0,CALLE MARTIN CORDOVA,CALLE PARQUE LERDO,NINGUNO NINGUNO,20,EMILIANO ZAPATA,31579,6251121335,6251121335,,,119,111,230,0,8,8,8,8,,106:51:57.60 W,28:24:22.68 N,-106.866,28.4063
08DJN0015A,1,MATUTINO,CELIA GONZALEZ FLORES,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,19,CHIHUAHUA,1,CHIHUAHUA,CALLE 37A,0,CALLE NICOLAS BRAVO,CALLE DEGOLLADO,NINGUNO NINGUNO,325,OBRERA,31350,6144102250,6144102250,,,43,49,92,0,4,4,4,4,,106:4:33.60 W,28:38:12.48 N,-106.076,28.6368
08DJN0016Z,1,MATUTINO,ADOLFO LOPEZ MATEOS,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,31,GUERRERO,3,LA JUNTA,CALLE FELIPE ANGELES,0,CALLE 5 DE MAYO,CALLE SANTUARIO,NINGUNO NINGUNO,15,BARRIO BENITO JUAREZ,31690,6355831806,6355831806,,,53,53,106,0,4,4,4,4,,107:19:55.20 W,28:28:38.64 N,-107.332,28.4774
08DBS0005G,3,NOCTURNO,CUAUHTEMOC,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,19,CHIHUAHUA,1,CHIHUAHUA,CALLE IGNACIO RODRIGUEZ,0,CALLE FRANK PAIS,CALLE CELIA SANCHEZ,NINGUNO NINGUNO,154,DIEGO LUCERO,31123,,,,,,,,,,,,,,106:4:33.60 W,28:38:12.48 N,-106.076,28.6368
08DCC0141I,1,MATUTINO,SOLEDAD ANAYA ZOLORZANO,BÁSICA,PREESCOLAR,INDÍGENA,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,27,GUACHOCHI,1514,BACHAMUCHI,CALLE CONOCIDO BACHAMUCHI,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,0,,,,,8,10,18,0,0,0,1,1,,107:13:22.80 W,26:58:51.96 N,-107.223,26.9811
08DJN2121Y,2,VESPERTINO,VIGOTSKY,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,17,CUAUHTÉMOC,1,CUAUHTÉMOC,CALLE ESTADO DE GUERRERO,0,CALLE 24A,CALLE 26A,CALLE MICHOACAN,33,REFORMA,31590,6255812273,6255812273,,,47,41,88,0,4,4,4,4,,106:51:57.60 W,28:24:22.68 N,-106.866,28.4063
08DJN2137Z,1,MATUTINO,ELISA GRIENSEN,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,19,CHIHUAHUA,1,CHIHUAHUA,AVENIDA IMPERIO,0,CALLE ARMADURAS,CALLE PLAZA SAN PEDRO,AVENIDA IMPERIO,577,JARDINES DEL SOL,31183,6141853087,6141853087,,,70,85,155,0,6,6,6,6,,106:4:33.60 W,28:38:12.48 N,-106.076,28.6368
08DPR0068W,1,MATUTINO,ESCUELA MIGUEL AHUMADA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,19,CHIHUAHUA,1,CHIHUAHUA,AVENIDA MIRADOR,4702,CALLE UHTA,CALLE CCONNECTICUT,NINGUNO NINGUNO,1198,RESIDENCIAL CAMPESTRE,31238,6144231142,6144231142,,,162,166,328,0,11,11,11,11,,106:4:33.60 W,28:38:12.48 N,-106.076,28.6368
08DJN2322V,1,MATUTINO,GABRIEL GARCIA MARQUEZ,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,27,GUACHOCHI,172,BASIGOCHI DE ABOREACHI,CALLE BOSIGOCHI DE ABOREACHI,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,0,6271237205,6271237205,,,11,12,23,0,0,0,1,1,,107:23:9.60 W,27:5:9.24 N,-107.386,27.0859
08DJN2342I,1,MATUTINO,JEAN PIAGET,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,38,JULIMES,1,JULIMES,CALLE JUAREZ,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,4,NINGUNO,0,,,,,8,12,20,0,0,0,1,1,,105:25:51.60 W,28:25:23.16 N,-105.431,28.4231
08DES0003F,2,VESPERTINO,LEYES DE REFORMA,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,21,DELICIAS,1,DELICIAS,CALLE PLAZA VENUSTIANO CARRANZA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,137,CENTRO,33000,6394721505,6394721505,,,448,452,900,12,19,30,18,18,,105:28:15.60 W,28:11:35.88 N,-105.471,28.1933
08DES0003F,1,MATUTINO,LEYES DE REFORMA,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,21,DELICIAS,1,DELICIAS,CALLE PLAZA VENUSTIANO CARRANZA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,137,CENTRO,33000,6394721505,6394721505,,,448,452,900,12,19,30,18,18,,105:28:15.60 W,28:11:35.88 N,-105.471,28.1933
08DES0041I,1,MATUTINO,FERNANDO CELIS,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,40,MADERA,44,LAS VARAS (ESTACIÓN BABÍCORA),CALLE SOR JUANA INÉS DE LA CRUZ,0,CALLE PRESIDENTES,CALLE GOBERNADORES,NINGUNO NINGUNO,1,NINGUNO,31950,6521013985,6521013985,,,26,33,59,3,1,4,4,4,,108:1:38.81 W,29:28:30.47 N,-108.027448,29.47513
08DJN2144I,1,MATUTINO,EMILIANO ZAPATA,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE ISLAS FILIPINAS,0,CALLE AZCAPOTZALCO,NINGUNO NINGUNO,NINGUNO NINGUNO,1154,AMPLIACION PLUTARCO ELIAS CALLES,32200,,,,,25,32,57,0,1,1,2,2,,106:29:6.00 W,31:44:47.40 N,-106.485,31.7465
08DJN2308B,1,MATUTINO,LUZ MARIA SERRADEL ROMERO,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,7,BALLEZA,57,EJIDO GUAJOLOTES,CALLE EJIDO GUAJOLOTES,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,33573,6271113371,6271113371,,,7,9,16,0,0,0,1,3,,106:29:27.60 W,26:24:6.84 N,-106.491,26.4019
08PPR2052N,1,MATUTINO,COLEGIO AMERICANO MISIONES,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE PASEO DE LA VICTORIA,8051,CALLE PASEO DEL NOGAL,CALLE MORELIA,NINGUNO NINGUNO,1221,FRACCIONAMIENTO DEL NOGAL,32668,6566796684,6566796684,,,119,131,250,0,6,6,12,12,,106:29:6.00 W,31:44:47.40 N,-106.485,31.7465
08PPR2057I,1,MATUTINO,LE PETIT LEARNING CENTER,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,19,CHIHUAHUA,1,CHIHUAHUA,AVENIDA DIVISION DEL NORTE,3,CALLE NICOLAS ESTRADA BOCANEGRA,CALLE PASCUAL OROZCO,NINGUNO NINGUNO,1206,SAN FELIPE,31270,6144137378,6144137378,,,41,42,83,0,3,3,6,6,,106:4:33.60 W,28:38:12.48 N,-106.076,28.6368
08PPR2111M,1,MATUTINO,COLEGIO LEON TOLSTOI,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE HACIENDA DE LOS TROJES,1118,CALLE HACIENDA DE GUADALUPE,CALLE HACIENDA DE LAS TROJES NORTE,CALLE HACIENDA DEL ROSARIO,186,DEL VALLE,32430,6562295015,6562295015,,,40,41,81,0,3,3,5,5,,106:29:6.00 W,31:44:47.40 N,-106.485,31.7465
08PSU5031F,4,DISCONTINUO,CENTRO UNIVERSITARIO PASO DEL NORTE,SUPERIOR,SUPERIOR,LICENCIATURA Y POSGRADO,PRIVADO,PRIVADO,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,AVENIDA MANUEL J. CLOUTHIER (JILOTEPEC),10111,CALLE HIEDRA,CALLE JOSÉ MATEOS TORRES,CALLE JITOMATE,1149,AMPLIACION AEROPUERTO,32590,6566823795,6566823795,,,,,,,,,,,,106:23:23.09 W,31:39:35.76 N,-106.389747,31.659933
08PPR2070C,1,MATUTINO,COLEGIO COLLAGE,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE ALPISTE,10121,CALLE NINGUNO,AVENIDA MEZQUITAL,NINGUNO NINGUNO,1230,FRACCIONAMIENTO EL MEZQUITAL,32575,6562328249,6562328249,,,37,26,63,2,3,5,5,8,,106:29:6.00 W,31:44:47.40 N,-106.485,31.7465
08PPR2089A,1,MATUTINO,COLEGIO SIERRA DEL PEGUIS,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,52,OJINAGA,1,MANUEL OJINAGA,AVENIDA TRASVIÑA,1521,CALLE MORELOS,CALLE MIGUEL AHUMADA,NINGUNO NINGUNO,35,CENTRO,32881,6264530268,6264530268,,,1,1,2,0,1,1,1,1,,0:0:0.00 W,785:0:0.00 N,0,785
08PES0286H,1,MATUTINO,SECUNDARIA INSTITUTO SAN PABLO,BÁSICA,SECUNDARIA,GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE ANTONIO J. BERMUDEZ,450,CALZADA DEL RIO,BOULEVARD 4 SIGLOS,NINGUNO NINGUNO,480,PARTIDO MANUEL DOBLADO,32409,6566256271,6566256271,,,9,5,14,1,3,4,1,1,,106:29:6.00 W,31:44:47.40 N,-106.485,31.7465
08PJN0385Y,1,MATUTINO,EDUCANDO A LA NIÑEZ,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE CANUTILLO,2430,CALLE EJE DE ARROYO,NINGUNO NINGUNO,NINGUNO NINGUNO,1255,FRACCIONAMIENTO LADRILLERA JUAREZ,32119,6566842956,6566842956,,,9,13,22,0,1,1,1,1,,106:29:6.00 W,31:44:47.40 N,-106.485,31.7465
08PES0007G,2,VESPERTINO,COLEGIO LA ABUNDANCIA,BÁSICA,SECUNDARIA,GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,10,BUENAVENTURA,276,COLONIA EL VALLE,CALLE PRIMERA,0,CALLE TERCERA,AVENIDA 3 DE JULIO,NINGUNO NINGUNO,2,EL VALLE,31090,6361037091,6361037091,,,9,5,14,1,1,2,3,3,,107:21:48.11 W,30:5:26.87 N,-107.363364,30.090797
08PBH0060Z,1,MATUTINO,MULTIVERSIDAD LATINOAMERICANA CAMPUS CHIHUAHUA SUR BACHILLERATO,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PRIVADO,PRIVADO,8,CHIHUAHUA,19,CHIHUAHUA,1,CHIHUAHUA,AVENIDA PALESTINA,10702,CALLE 18,CALLE DEL AGUAJE,NINGUNO NINGUNO,1177,PALESTINA,31376,6144362292,6144362292,,,,,,,,,,,,106:4:33.60 W,28:38:12.48 N,-106.076,28.6368
08DTV0249E,1,MATUTINO,TELESECUNDARIA FEDERALIZADA,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,29,GUADALUPE Y CALVO,235,EL TALAYOTITO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,33484,,,,,20,20,40,0,0,0,1,1,,106:58:47.84 W,26:26:16.81 N,-106.979956,26.438003
08ETH0100T,1,MATUTINO,TELEBACHILLERATO 86124,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,8,CHIHUAHUA,61,SATEVÓ,73,SAN JOSÉ DEL SITIO,CALLE SAN JOSE DEL SITIO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,33150,,,,,,,,,,,,,,106:15:54.00 W,27:31:14.88 N,-106.265,27.5208
08ETK0035X,2,VESPERTINO,TELEBACHILLERATO COMUNITARIO 8022,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,8,CHIHUAHUA,29,GUADALUPE Y CALVO,196,SAN FRANCISCO DE LA JOYA,CALLE SAN FRANCISCO DE LA JOYA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,33470,,,,,,,,,,,,,,106:51:54.00 W,25:58:49.08 N,-106.865,25.9803
08ETK0140H,2,VESPERTINO,TELEBACHILLERATO COMUNITARIO 80141,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,8,CHIHUAHUA,55,ROSALES,58,LOMA LINDA,CALLE LOMA LINDA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,2,NINGUNO,33120,,,,,,,,,,,,,,105:33:7.20 W,28:13:46.92 N,-105.552,28.2297
08ETV0096Q,1,MATUTINO,TELESECUNDARIA 6096,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,ESTATAL,8,CHIHUAHUA,48,NAMIQUIPA,74,NUEVO SANTA CLARA,CALLE SANTA CLARA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,31978,6251222383,6251222383,,,13,7,20,0,1,1,2,2,,107:0:7.20 W,29:17:0.60 N,-107.002,29.2835
08DPR1097Y,2,VESPERTINO,INSURGENTES,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE MIGUEL HIDALGO,145,CALLE DURAZNO,NINGUNO NINGUNO,CALLE HIGUERA,295,INSURGENTES,32150,6566152658,6566152658,,,159,118,277,4,8,12,12,18,,106:29:6.00 W,31:44:47.40 N,-106.485,31.7465
08DPR2025L,1,MATUTINO,PRIMERO DE MAYO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,21,DELICIAS,1,DELICIAS,CALLE EUGENIO ZAPATA,400,CALLE 1 DE MAYO,CALLE 5 DE JULIO,NINGUNO NINGUNO,17,OBRERA,33029,6394728171,6394728171,,,179,148,327,5,7,12,12,12,,105:28:15.60 W,28:11:35.88 N,-105.471,28.1933
08DPR2151I,1,MATUTINO,REVOLUCION,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,50,NUEVO CASAS GRANDES,1,NUEVO CASAS GRANDES,CALLE PARIS,5101,CALLE MADRESELVA,CALLE AHAZAR,CALLE GUADALAJARA,32,PRI,31780,6366612173,6366612173,,,197,189,386,4,10,14,14,14,,107:54:43.20 W,30:24:50.40 N,-107.912,30.414
08DPR2607Q,1,MATUTINO,VICTOR HUGO RASCON BANDA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,8,CHIHUAHUA,19,CHIHUAHUA,1,CHIHUAHUA,CALLE ARROYO DE LA PALMA,0,CALLE ARROYO PABELLON,CALLE ARROYO LA PALMA,NINGUNO NINGUNO,1159,LOS ARROYOS,31109,6144404272,6144404272,,,92,75,167,2,4,6,6,6,,106:4:33.60 W,28:38:12.48 N,-106.076,28.6368
08EPR0565T,2,VESPERTINO,LUZ CID DE OROZCO 2018,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,ESTATAL,8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE 5 DE FEBRERO,0,PROLONGACIÓN 5 DE FEBRERO,CALLE NAMIQUIPA,NINGUNO NINGUNO,1155,ANAHUAC,32240,6566104087,6566104087,,,65,68,133,2,4,6,6,6,,106:29:6.00 W,31:44:47.40 N,-106.485,31.7465
