Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
02DPR0418Q,1,MATUTINO,FERNANDO MONTES DE OCA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,AVENIDA TEPATITLÁN,44,CALLE RAMPA SAYULA,CALLEJÓN 10,CALLE CANON JALISCO,189,GUADALAJARA,22046,6646845421,6646845421,,,63,43,106,2,4,6,6,6,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02DPR0473J,1,MATUTINO,AQUILES SERDAN,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE MULEGÉ,1710,CALLE PERICUE,CALLE GUAYCURAS,CALLE EUREKA,205,HERRERA,22534,6646800443,6646800443,,,164,154,318,0,0,0,12,14,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02DJN0696B,2,VESPERTINO,CALMECAC,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,2,BAJA CALIFORNIA,4,TIJUANA,1421,PARAJES DEL VALLE,AVENIDA VALLE DE LOS ENCINOS,0,CALLE VALLE DIAMANTE,AVENIDA CAMINO DEL VALLE REAL,CALLE VALLE DIAMANTE,1,PARAJES DEL VALLE,22123,,,,,46,55,101,0,4,4,4,4,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02DPR0763Z,1,MATUTINO,HIMNO NACIONAL MEXICANO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE MONTE EVEREST,0,CALLE MONTE MERCENARIO NORTE,CALLE MONTE MERCENARIO,CALLE MONTE MERCENARIO,117,LAS CUMBRES,22545,6646876926,6646876926,,,192,151,343,3,8,11,11,11,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02DPR0261G,1,MATUTINO,MELCHOR OCAMPO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,2,BAJA CALIFORNIA,2,MEXICALI,1,MEXICALI,AVENIDA LUCRECIA CARMELO,0,CALLE PROFESORA MARÍA CASTRO VALENZUELA,CALLE INGENIERO G. VALENZUELA,AVENIDA PROFESOR ÁNGEL ÁBREGO,92,INSURGENTES ESTE,21280,6865662868,6865662868,,,138,142,280,2,10,12,12,12,,115:28:12.00 W,32:37:55.20 N,-115.47,32.632
02DPR0283S,1,MATUTINO,INDEPENDENCIA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,2,BAJA CALIFORNIA,5,PLAYAS DE ROSARITO,1,PLAYAS DE ROSARITO,NINGUNO CARRETERA CUOTA TIJUANA,0,AVENIDA VICENTE GUERRERO,PRIVADA NINGUNA,PRIVADA NINGUNA,21,INDEPENDENCIA,22705,6616120363,6616120363,,,211,187,398,4,8,12,12,12,,117:2:60.00 W,32:21:39.60 N,-117.05,32.361
02EPR0097W,1,MATUTINO,PROF. CIRILO FLORES SANCHEZ,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,ESTATAL,2,BAJA CALIFORNIA,1,ENSENADA,247,EL SAUZAL DE RODRÍGUEZ,CALLE SEGUNDA,0,AVENIDA I,AVENIDA J,CALLE TERCERA,6,EL SAUZAL,22760,6461747643,6461747643,,,226,199,425,3,13,16,16,16,,116:35:60.00 W,31:48:18.00 N,-116.6,31.805
02EPR0126A,1,MATUTINO,EMMA A DE BUSTAMANTE,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,ESTATAL,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,AVENIDA FÉLIX PARRA,12951,AVENIDA MAYORAL,CALLE ÁLAMO,CALLE SALVATIERRA Y/O 19,67,LAS CALIFORNIAS,22404,6646831585,6646831585,,,190,144,334,2,9,11,11,11,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02DPR0724Y,1,MATUTINO,ULISES IRIGOYEN,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,2,BAJA CALIFORNIA,2,MEXICALI,1,MEXICALI,NINGUNO ESTACION PASCUALITOS,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,645,PASCUALITOS,21600,,,,,40,43,83,0,2,2,3,3,,115:28:12.00 W,32:37:55.20 N,-115.47,32.632
02DPR0731H,1,MATUTINO,JOSE VASCONCELOS,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,2,BAJA CALIFORNIA,2,MEXICALI,1,MEXICALI,AVENIDA VILLA MOCTEZUMA ORIENTE,0,AVENIDA VILLA ARAGÓN,AVENIDA VILLA OBREGÓN,NINGUNO NINGUNO,221,VILLAS DE LA REPÚBLICA,21399,6868413097,6868413097,,,183,172,355,3,8,11,12,12,,115:28:12.00 W,32:37:55.20 N,-115.47,32.632
