Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
27EJN1846G,1,MATUTINO,ERNESTINA MONTES,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,ESTATAL,27,TABASCO,5,COMALCALCO,60,SARGENTO LÓPEZ 2DA. SECCIÓN (EL CHUZO),CALLE RANCHERIA SARGENTO LOPEZ SEGUNDA SECCION,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86300,1467453,1467453,,,29,28,57,0,1,1,2,2,,93:17:20.76 W,18:12:6.12 N,-93.2891,18.2017
27EJN1885I,1,MATUTINO,CENTRO RURAL INFANTIL,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,ESTATAL,27,TABASCO,10,JALPA DE MÉNDEZ,54,TIERRA ADENTRO 3RA. SECCIÓN (EL VIGÍA),CALLE RANCHERIA TIERRA ADENTRO TERCERA SECCION,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86200,,,,,5,9,14,0,0,0,1,1,,93:2:21.12 W,18:4:39.72 N,-93.0392,18.0777
27ETV0467F,1,MATUTINO,TOMAS GARRIDO CANABAL,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO-ESTATAL,27,TABASCO,8,HUIMANGUILLO,425,NUEVO PROGRESO,CALLE EJIDO NUEVO PROGRESO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86400,1210708,1210708,,,23,21,44,2,0,2,3,3,,93:38:53.16 W,17:49:44.04 N,-93.6481,17.8289
27EEX0001G,4,DISCONTINUO,PREPARATORIA ABIERTA,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,27,TABASCO,4,CENTRO,1,VILLAHERMOSA,CALLE LINO MERINO,1005,AVENIDA FRANCISCO JAVIER MINA,CALLE MANUEL GIL Y SÁENZ,CALLE ANDRÉS SÁNCHEZ MAGALLANES,26,CENTRO,86000,,,,,,,,,,,,,,92:55:17.96 W,17:59:45.46 N,-92.921655,17.99596
27EJN0094R,1,MATUTINO,JACOBO NAZAR,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,ESTATAL,27,TABASCO,3,CENTLA,1,FRONTERA,CALLE ZARAGOZA E IGNACIO MEJIA,0,CALLE MARIANO ESCOBEDO,CALLE MELCHOR OCAMPO,NINGUNO NINGUNO,10,JACOBO NAZAR,86750,,,,,122,131,253,0,9,9,9,9,,92:39:7.92 W,18:31:48.36 N,-92.6522,18.5301
27DPB0135R,1,MATUTINO,MANUEL GIL Y SAENZ,BÁSICA,PRIMARIA,INDÍGENA,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,12,MACUSPANA,18,BENITO JUÁREZ (SAN CARLOS),PROLONGACIÓN DE JUAREZ,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,13,NINGUNO,86720,3890174,3890174,,,37,43,80,4,2,6,3,3,,92:31:48.36 W,17:49:59.52 N,-92.5301,17.8332
27DPR0058D,1,MATUTINO,DON VENUSTIANO CARRANZA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,2,CÁRDENAS,22,CORONEL ANDRÉS SÁNCHEZ MAGALLANES,AVENIDA COMPLEJO PESQUERO,62,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,2,CORONEL ANDRES SANCHEZ MAGALLANES,86460,1003124,1003124,,,86,81,167,3,3,6,6,8,,93:51:48.60 W,18:17:38.04 N,-93.8635,18.2939
27DJN1203P,1,MATUTINO,SILVIA AVILA DELGADO,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,8,HUIMANGUILLO,81,EL PUENTE 1RA. SECCIÓN,CALLE RANCHERIA EL PUENTE PRIMERA SECCION,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86400,,,,,32,30,62,0,1,1,2,2,,93:25:21.36 W,17:52:18.48 N,-93.4226,17.8718
27DPR2064B,1,MATUTINO,BELISARIO DOMINGUEZ PALENCIA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,2,CÁRDENAS,84,SANTUARIO 1RA. SECCIÓN,CALLE RANCHERIA SANTUARIO PRIMERA SECCION,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86471,1191356,1191356,,,90,90,180,1,5,6,6,6,,93:31:4.80 W,18:15:39.24 N,-93.518,18.2609
27DPR2069X,1,MATUTINO,TOMAS GARRIDO CANABAL,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,17,TENOSIQUE,1,TENOSIQUE DE PINO SUÁREZ,CALLE COLONIA CERTEZA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,53,CERTEZA,86904,3421944,3421944,,,66,51,117,3,2,5,6,6,,91:25:33.24 W,17:28:39.00 N,-91.4259,17.4775
27DPR2102O,1,MATUTINO,BICENTENARIO DE LA INDEPENDENCIA DE MEXICO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,8,HUIMANGUILLO,15,CHICOACÁN,BRECHA TRAMO CHICOACAN PRIMERA SECCION-CHICOACAN MARGEN DERECHO KILOMETRO 2+000,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86430,1170677,1170677,,,41,43,84,0,3,3,2,2,,93:26:42.36 W,17:40:59.52 N,-93.4451,17.6832
27EJN1654R,1,MATUTINO,ORGANIZACIÓN MUNDIAL PARA LA EDUCACIÓN PREESCOLAR (OMEP),BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,ESTATAL,27,TABASCO,10,JALPA DE MÉNDEZ,25,NICOLÁS BRAVO,NINGUNO CARRETERA ESTATAL LIBRE NUEVA ZELANDIA - AMATITÁN TRAMO PECHUCALCO - AMATITÁN KILÓMETRO 14+100,0,NINGUNO CAMINO NINGUNO,NINGUNO CAMINO NINGUNO,NINGUNO NINGUNO,2,NICOLAS BRAVO,86215,,,,,16,10,26,0,0,0,1,1,,93:5:25.99 W,18:9:55.25 N,-93.090554,18.165346
27EJN1836Z,1,MATUTINO,CENTRO RURAL INFANTIL,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,ESTATAL,27,TABASCO,6,CUNDUACÁN,107,EL TUNAL,CALLE RANCHERIA -EL TUNAL- MONTE GRANDE,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86690,1198327,1198327,,,9,14,23,0,0,0,1,1,,93:23:26.52 W,18:8:4.92 N,-93.3907,18.1347
27DPR0144Z,1,MATUTINO,27 DE FEBRERO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,4,CENTRO,1,VILLAHERMOSA,CALLE EL ÁGUILA,0,AVENIDA CORONEL GREGORIO MÉNDEZ MAGAÑA,CALLE ALTAMIRA,CALLE NICOLÁS BRAVO,8,ATASTA DE SERRA,86100,3540005,3540005,,,224,160,384,1,11,12,12,13,,92:56:54.74 W,17:58:52.74 N,-92.948539,17.981317
27DPR0183B,1,MATUTINO,IGNACIO ALLENDE,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,4,CENTRO,76,CORREGIDORA ORTIZ 1RA. SECCIÓN,CALLE RANCHERIA CORREGIDORA ORTIZ PRIMERA SECCION,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86280,,,,,168,192,360,5,7,12,11,11,,93:6:31.32 W,17:54:32.40 N,-93.1087,17.909
27DPR0394F,1,MATUTINO,SOLEDAD MARIN CABRERA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,6,CUNDUACÁN,63,EL TULAR,CALLE EJIDO TULAR,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86680,,,,,154,142,296,3,7,10,10,10,,93:20:6.36 W,18:9:1.80 N,-93.3351,18.1505
27DPR0419Y,1,MATUTINO,JOSE MARIA MORELOS,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,27,TABASCO,8,HUIMANGUILLO,232,LA CEIBA 2DA. SECCIÓN,CALLE EJIDO LA CEIBA SEGUNDA SECCION,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,86417,,,,,46,45,91,0,2,2,3,5,,93:58:18.12 W,18:3:12.60 N,-93.9717,18.0535
27EJN0042L,1,MATUTINO,GABRIELA MISTRAL,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,ESTATAL,27,TABASCO,13,NACAJUCA,1,NACAJUCA,AVENIDA DE LA PLAZA,0,PRIVADA LA PLAZA,CALLE 17 DE JULIO,CALLE NINGUNO,1,17 DE JULIO,86220,1144108,1144108,,,125,125,250,0,9,9,9,10,,93:1:19.95 W,18:10:22.70 N,-93.022208,18.172973
