Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
23DJN0305J,1,MATUTINO,KI'U YOOL PAAL,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,1,COZUMEL,1,COZUMEL,CALLE 18 NORTE,0,AVENIDA 85 NROTE,AVENIDA 95 BIS NORTE,CALLE ANTONIO GONZALEZ FERNANDEZ,59,SAN MIGUEL 1,77665,,,,,65,62,127,0,5,5,5,5,,86:55:42.28 W,20:30:21.49 N,-86.92841,20.50597
23DPR0436S,2,VESPERTINO,BELISARIO DOMINGUEZ,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,AVENIDA MIGUEL HIDALGO,0,AVENIDA MIGUEL HIDALGO,CALLE 107 NORTE,CALLE NINGUNO,91,94,77517,,,,,190,157,347,4,7,11,11,14,,86:51:51.66 W,21:9:44.28 N,-86.86435,21.1623
23DPR0515E,2,VESPERTINO,EMILIANO ZAPATA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,2,ALFREDO V. BONFIL,CALLE NINGUNO,0,CALLE JAVIER ROJO GOMEZ,AVENIDA LEONA VICARIO,CALLE NINGUNO,1,ALFREDO V. BONFIL,77560,,,,,204,211,415,8,5,13,13,15,,86:50:45.60 W,21:5:20.26 N,-86.846,21.08896
23DPR0595G,2,VESPERTINO,JAIME NUNO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,7,LÁZARO CÁRDENAS,41,NUEVO VALLADOLID,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,1,NINGUNO,77350,,,,,28,23,51,1,1,2,3,8,,87:19:31.22 W,20:56:43.48 N,-87.32534,20.94541
23DPR0075Y,1,MATUTINO,GABINO J. VAZQUEZ,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,195,NUEVO SAN MARCOS,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,1,NINGUNO,77890,,,,,27,15,42,0,2,2,2,3,,88:46:52.18 W,19:50:40.81 N,-88.78116,19.84467
23DPR0113K,1,MATUTINO,ARMANDO SANTOS CETINA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,170,SAN FELIPE ORIENTE,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,1,NINGUNO,97801,,,,,23,12,35,0,1,1,2,2,,88:37:35.00 W,19:58:34.32 N,-88.62639,19.9762
23DPR0187B,2,VESPERTINO,JOSE MA MORELOS Y PAVON,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,69,JOSÉ MARÍA MORELOS,CALLE 44 BENITO JUAREZ,0,CALLE 5 DE MAYO,CALLE 57 CECILIO CHI,CALLE NINGUNO,6,MIRAFLORES,77890,,,,,127,102,229,8,1,9,9,12,,88:42:37.26 W,19:44:41.24 N,-88.71035,19.74479
23DPR0211L,1,MATUTINO,NICOLAS BRAVO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,4,OTHÓN P. BLANCO,98,SUBTENIENTE LÓPEZ,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,2,NINGUNO,0,,,,,113,124,237,6,5,11,11,12,,88:23:43.30 W,18:29:41.68 N,-88.39536,18.49491
23DPR0423O,2,VESPERTINO,MELCHOR OCAMPO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,4,OTHÓN P. BLANCO,16,CALDERITAS,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,5,NINGUNO,77040,,,,,24,18,42,1,2,3,3,11,,88:15:22.86 W,18:33:21.82 N,-88.25635,18.55606
23DPR0623M,2,VESPERTINO,FRANCISCO PRIMO DE VERDAD,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,4,OTHÓN P. BLANCO,1,CHETUMAL,CALLE OTILIO MONTAÑO,0,AVENIDA CHETUMAL,CALLE PETCACAB,CALLE URSULO GALVAN,189,LAZARO CARDENAS,0,,,,,228,207,435,7,6,13,13,14,,88:18:7.56 W,18:32:0.78 N,-88.3021,18.53355
23DPR0670X,1,MATUTINO,AÑO DEL CENTENARIO DE QUINTANA ROO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE NINGUNO,0,CALLE 138,CALLE NINGUNO,CALLE NINGUNO,142,236,77527,,,,,207,217,424,7,5,12,12,12,,86:50:7.73 W,21:12:5.72 N,-86.83548,21.20159
23KNP0007O,1,MATUTINO,CURSOS COMUNITARIOS PRIMARIA MIGRANTE,BÁSICA,PRIMARIA,COMUNITARIO,PÚBLICO,FEDERAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,67,PALMAR,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,2,NINGUNO,77964,9838322145,9838322145,,,0,1,1,0,1,1,0,0,,0:0:0.00 W,0:0:0.00 S,0,0
23PJN0227A,1,MATUTINO,ESSENTIA INCLUSIVE SCHOOL,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE PUCTE,0,AVENIDA ÁLAMOS,CALLE CIRICOTE,CALLE NINGUNO,165,311,77500,,,,,6,10,16,0,1,1,1,2,,86:50:21.19 W,21:6:59.80 N,-86.83922,21.11661
23PPR0200K,1,MATUTINO,MODERN ACADEMY CANCÚN,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,AVENIDA TULÚM,0,CALLE NAZARETH,CALLE LOS OLIVOS,CALLE NINGUNO,160,295,0,,,,,53,63,116,0,6,6,6,6,,86:50:23.92 W,21:6:14.95 N,-86.839979,21.104154
23KTV0075G,1,MATUTINO,SECUNDARIA COMUNITARIA,BÁSICA,SECUNDARIA,COMUNITARIO,PÚBLICO,FEDERAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,229,DOS AGUADAS,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,3,NINGUNO,77995,,,,,6,5,11,0,1,1,0,0,,89:8:43.70 W,18:7:34.63 N,-89.145471,18.126285
23DJN0407G,1,MATUTINO,GERTRUDIS BOCANEGRA,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,232,AVANTE AGROPECUARIO,0,,,,,14,8,22,0,0,0,1,1,,86:55:59.81 W,21:5:24.18 N,-86.93328,21.090051
23DPR0066Q,1,MATUTINO,MANUEL SERRANO VALLEJO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,4,OTHÓN P. BLANCO,2864,FRATERNIDAD ANTORCHISTA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,77000,,,,,35,35,70,0,1,1,1,1,,88:21:5.55 W,18:32:19.50 N,-88.351542,18.53875
23PJN0220H,1,MATUTINO,ARTESINFIN ACTIVE SCHOOL,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE FLAMBOYAN,0,NINGUNO NINGUNO,CALLE CIPRÉS,CALLE CEIBA,165,311,77560,,,,,,,,,,,,,,86:50:23.55 W,21:7:9.65 N,-86.839874,21.119347
23DJN0413R,1,MATUTINO,15 DE SEPTIEMBRE,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,4,OTHÓN P. BLANCO,2864,FRATERNIDAD ANTORCHISTA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,77000,,,,,15,10,25,0,1,1,1,1,,88:21:5.55 W,18:32:19.50 N,-88.351542,18.53875
23DPR0549V,2,VESPERTINO,CARMEN SERDAN,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE 4,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,96,99,77536,,,,,92,89,181,4,2,6,6,8,,86:52:48.94 W,21:8:42.54 N,-86.88026,21.14515
23DPR0558C,2,VESPERTINO,SANTIAGO MENDEZ GIL,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,35,SABÁN,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,3,CENTRO,77800,,,,,66,86,152,4,2,6,6,11,,88:32:19.68 W,20:2:4.56 N,-88.5388,20.0346
23DPR0619Z,1,MATUTINO,RAMON BRAVO PRIETO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE 84,0,CALLE 27 NORTE,CALLE 23 NORTE,CALLE NINGUNO,36,32,77510,,,,,218,230,448,5,9,14,14,14,,86:50:30.55 W,21:11:11.11 N,-86.84182,21.18642
23DPR0692I,1,MATUTINO,VICTOR HUGO BOLAÑOS MARTINEZ,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE FERNANDO MONTES DE OCA,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,130,224,77509,,,,,235,266,501,7,7,14,14,14,,86:52:36.95 W,21:10:40.58 N,-86.87693,21.17794
23DES0034R,2,VESPERTINO,JUAN DE LA BARRERA,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE JUAN DE LA BARRERA,0,CALLE NINGUNO,CALLE GONZALO GUERRERO,CALLE NINGUNO,129,223,77517,,,,,375,366,741,13,21,34,18,18,,86:52:22.98 W,21:10:55.49 N,-86.87305,21.18208
23DES0034R,1,MATUTINO,JUAN DE LA BARRERA,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE JUAN DE LA BARRERA,0,CALLE NINGUNO,CALLE GONZALO GUERRERO,CALLE NINGUNO,129,223,77517,,,,,375,366,741,13,21,34,18,18,,86:52:22.98 W,21:10:55.49 N,-86.87305,21.18208
23DIN0044Z,4,DISCONTINUO,MANUEL GUTIERREZ NAJERA,INICIAL,INICIAL,INICIAL INDÍGENA,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,2,FELIPE CARRILLO PUERTO,41,CHUN ON,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,1,NINGUNO,0,,,,,9,10,19,0,1,1,0,0,,87:52:21.61 W,20:1:59.30 N,-87.87267,20.03314
23DCC0014E,1,MATUTINO,GUADALUPE VICTORIA,BÁSICA,PREESCOLAR,INDÍGENA,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,10,BACALAR,106,GUADALUPE VICTORIA,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,1,NINGUNO,77981,,,,,11,17,28,1,0,1,2,2,,88:35:48.88 W,19:7:47.17 N,-88.59691,19.12977
23DCC0041B,1,MATUTINO,CRISTOBAL COLON,BÁSICA,PREESCOLAR,INDÍGENA,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,2,FELIPE CARRILLO PUERTO,339,NUEVA LORÍA,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,1,NINGUNO,0,,,,,6,7,13,0,1,1,1,1,,88:32:15.90 W,19:18:9.50 N,-88.53775,19.30264
23DCC0057C,1,MATUTINO,VAZCO DE QUIROGA,BÁSICA,PREESCOLAR,INDÍGENA,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,76,KANTEMÓ,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,1,NINGUNO,77890,,,,,5,8,13,0,1,1,1,1,,88:48:23.58 W,19:55:42.89 N,-88.80655,19.92858
23DJN0001Q,1,MATUTINO,CARMEN RAMOS DEL RIO,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,4,OTHÓN P. BLANCO,205,TRES GARANTÍAS,CALLE NINGUNO,0,CALLE NINGUNO,CALLE NINGUNO,CALLE NINGUNO,2,NINGUNO,0,,,,,13,16,29,0,1,1,2,2,,88:58:56.57 W,18:11:40.38 N,-88.98238,18.19455
23DJN0187L,1,MATUTINO,MAGICO BACALAR,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,10,BACALAR,1,BACALAR,CALLE 28 A,0,CALLE 21,CALLE 23,CALLE NINGUNO,13,NINGUNO,77934,,,,,53,73,126,1,4,5,5,5,,88:23:50.24 W,18:41:8.20 N,-88.39729,18.68561
23DJN0188K,1,MATUTINO,TUM BEM'BE,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE NINGUNO,0,CALLE 157,CALLE 155,CALLE RUTA 5,100,103,77516,,,,,78,79,157,0,6,6,6,6,,86:53:35.23 W,21:8:57.48 N,-86.89312,21.1493
23DJN0206J,2,VESPERTINO,TUMBEN-BE,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,23,QUINTANA ROO,5,BENITO JUÁREZ,1,CANCÚN,CALLE NINGUNO,0,CALLE 157,CALLE 155,CALLE 153 NORTE,100,103,77500,,,,,59,54,113,0,4,4,4,6,,86:53:35.23 W,21:8:57.48 N,-86.89312,21.1493
