Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
25DJN0221Z,1,MATUTINO,MARGARITA MAZA DE JUAREZ,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,15,SALVADOR ALVARADO,40,BENITO JUÁREZ,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,3,NINGUNO,81520,,,,,77,75,152,0,8,8,8,8,,108:9:53.28 W,25:28:48.89 N,-108.164801,25.480247
25DJN0324W,1,MATUTINO,GENARO ESTRADA,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,431,LAGUNA DE CANACHI,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80460,,,,,26,25,51,0,1,1,2,2,,107:6:0.58 W,24:8:3.94 N,-107.100161,24.134427
25DJN0154S,1,MATUTINO,CRISTINA ARAUJO DE RIVERA,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,3,BADIRAGUATO,821,TAMEAPA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80670,,,,,19,14,33,0,1,1,2,3,,107:22:38.60 W,25:38:15.27 N,-107.377388,25.637575
25DJN0210U,1,MATUTINO,JOSE VASCONCELOS,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,591,QUILÁ,CALLE 12 DE OCTUBRE,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,10,NINGUNO,0,,,,,77,92,169,0,9,9,9,9,,107:13:24.55 W,24:25:21.66 N,-107.223485,24.422683
25DJN0325V,1,MATUTINO,ADOLFO LOPEZ MATEOS,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,17,SINALOA,638,ALFREDO V. BONFIL (SIETE EJIDOS),NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,81997,,,,,12,22,34,0,1,1,2,2,,108:13:51.57 W,25:38:25.43 N,-108.230991,25.640397
25FEI0120C,2,VESPERTINO,SUPERVISION DE MODULO NUM. 120,INICIAL,INICIAL,INICIAL NO ESCOLARIZADA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,5,COSALÁ,362,EL POTRERO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80776,4880032,4880032,,,52,54,106,0,10,10,0,0,,106:43:8.40 W,24:24:27.36 N,-106.719,24.4076
25DJN0289G,1,MATUTINO,JOSEFA IBARRA BASTIDAS,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,11,GUASAVE,1,GUASAVE,CALLE HIDALGO,0,NINGUNO NINGUNO,CALLE PRIMERA,NINGUNO NINGUNO,56,MAKARENKO,81077,,,,,59,56,115,0,6,6,6,6,,108:28:8.07 W,25:33:20.91 N,-108.468908,25.555808
25DES0013C,2,VESPERTINO,LEYES DE REFORMA,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,12,MAZATLÁN,1,MAZATLÁN,AVENIDA JUAN PABLO SEGUNDO,0,NINGUNO NINGUNO,CALLE VEINTE DE NOVIEMBRE,NINGUNO NINGUNO,530,VEINTE DE NOVIEMBRE,82150,9837564,9837564,,,300,355,655,20,15,34,18,18,,106:24:42.42 W,23:14:39.61 N,-106.411782,23.244335
25DES0013C,1,MATUTINO,LEYES DE REFORMA,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,12,MAZATLÁN,1,MAZATLÁN,AVENIDA JUAN PABLO SEGUNDO,0,NINGUNO NINGUNO,CALLE VEINTE DE NOVIEMBRE,NINGUNO NINGUNO,530,VEINTE DE NOVIEMBRE,82150,9837564,9837564,,,300,355,655,20,15,34,18,18,,106:24:42.42 W,23:14:39.61 N,-106.411782,23.244335
25DES0020M,1,MATUTINO,JUAN DE DIOS BATIZ PAREDES,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,1,CULIACÁN ROSALES,CALLE TARAHUMARAS,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,86,INDUSTRIAL EL PALMITO,80160,7144407,7144407,,,218,201,419,8,18,26,18,18,,107:25:44.86 W,24:46:47.38 N,-107.429128,24.779828
25DPR0536P,1,MATUTINO,LAZARO CARDENAS,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,14,ROSARIO,58,EL EJIDO TABLÓN NÚMERO UNO (LAS CRUCES CUATAS),CALLE LEOPOLDO SANCHEZ CELIS,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,82833,,,,,48,48,96,0,3,3,4,6,,105:59:17.15 W,23:4:29.45 N,-105.988098,23.074846
25DPR0666I,1,MATUTINO,EMILIANO ZAPATA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,17,SINALOA,311,TRES REYES,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,81980,,,,,6,8,14,0,0,0,1,2,,108:27:13.50 W,25:48:19.37 N,-108.453749,25.80538
25DPR1028S,2,VESPERTINO,FRANCISCO I. MADERO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,9,ESCUINAPA,1,ESCUINAPA DE HIDALGO,CALLE RIO HUMAYA,1,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,85,JUAN CARRASCO,82410,,,,,74,72,146,5,1,6,6,12,,105:46:40.98 W,22:50:35.86 N,-105.778051,22.843295
25DJN0573C,1,MATUTINO,MERCEDES GONZALEZ DE ACOSTA,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,1,CULIACÁN ROSALES,CALLE CERRITOS SAN MARINO,0,NINGUNO NINGUNO,CALLE CANOGA,NINGUNO NINGUNO,715,LOS ANGELES,80014,,,,,109,125,234,0,9,9,9,9,,107:21:28.33 W,24:50:52.30 N,-107.357869,24.84786
25DJN0580M,1,MATUTINO,VICENTE GUERRERO,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,702,TABALÁ,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80475,,,,,16,15,31,0,1,1,2,2,,107:5:49.86 W,24:26:34.96 N,-107.097183,24.443045
25DJN0616K,1,MATUTINO,AGUSTINA RAMIREZ,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,11,GUASAVE,1,GUASAVE,CALLE 5 DE FEBRERO,0,NINGUNO NINGUNO,CALLE RIO,NINGUNO NINGUNO,90,IPIS,81030,,,,,23,17,40,0,1,1,2,5,,108:27:33.28 W,25:34:32.70 N,-108.459244,25.575751
25DJN0737W,1,MATUTINO,MARIA ENRIQUETA PEREYRA,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,11,GUASAVE,284,UTATAVE (MAUTILLOS),NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,81101,,,,,10,11,21,0,0,0,1,2,,108:32:58.70 W,25:36:49.22 N,-108.549638,25.613671
25DJN0386I,1,MATUTINO,AMADO NERVO,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,5,COSALÁ,1,COSALÁ,CALLE SIERRA MOJADA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,12,SIERRA MOJADA,80706,6672525110,6672525110,,,15,15,30,0,1,1,2,2,,106:42:10.54 W,24:24:30.50 N,-106.702928,24.408472
25DTV0273V,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 273,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,17,SINALOA,899,LA PLAYITA DE CASILLAS,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,81960,,,,,35,39,74,2,2,4,5,5,,108:27:2.84 W,25:54:21.43 N,-108.450788,25.905952
25DTV0177S,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 177,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,444,EL LIMÓN DE TELLAECHE,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80385,,,,,17,9,26,1,1,2,3,3,,107:4:36.89 W,24:43:37.48 N,-107.076913,24.727077
25DTV0217C,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 217,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,3,BADIRAGUATO,258,SAN JOSÉ DE LA PUERTA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80537,,,,,10,4,14,0,0,0,1,3,,107:39:26.52 W,25:25:7.72 N,-107.657367,25.418812
25DST0095V,1,MATUTINO,SECUNDARIA TECNICA NUM. 92,BÁSICA,SECUNDARIA,TÉCNICA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,1,CULIACÁN ROSALES,CALLE SANTA ANITA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,741,VILLA SANTA ANITA,80058,,,,,447,413,860,7,16,23,18,18,,107:26:17.67 W,24:49:18.25 N,-107.438241,24.821735
25DST0095V,2,VESPERTINO,SECUNDARIA TECNICA NUM. 92,BÁSICA,SECUNDARIA,TÉCNICA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,1,CULIACÁN ROSALES,CALLE SANTA ANITA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,741,VILLA SANTA ANITA,80058,,,,,447,413,860,7,16,23,18,18,,107:26:17.67 W,24:49:18.25 N,-107.438241,24.821735
25DTA0133I,1,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 133,MEDIA SUPERIOR,MEDIA SUPERIOR,TECNOLÓGICO,PÚBLICO,FEDERAL,25,SINALOA,13,MOCORITO,276,RECOVECO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80957,7215192,7215192,,,,,,,,,,,,107:43:46.53 W,24:59:11.75 N,-107.729591,24.986597
25DTV0204Z,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 204,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,15,SALVADOR ALVARADO,11,CIÉNEGA DE CASAL,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,81520,,,,,13,11,24,1,1,2,3,3,,108:3:19.72 W,25:35:14.20 N,-108.055477,25.587277
25DTV0230X,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 230,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,1371,EJIDO CAMPO GOBIERNO NÚMERO DOS,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80435,,,,,29,28,57,1,1,2,3,3,,107:22:32.87 W,24:37:11.33 N,-107.375797,24.619815
25DZC0182J,1,MATUTINO,ESCUELA PRIMARIA DE EDUCACION MIGRANTE,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,18,NAVOLATO,2155,SAN EMILIÓN,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80303,,,,,,,,,,,,,,107:31:1.20 W,24:45:13.32 N,-107.517,24.7537
25DPR1086I,1,MATUTINO,JUAN ESCUTIA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,3,BADIRAGUATO,665,BATACOMITO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80672,,,,,9,7,16,0,0,0,1,2,,107:31:48.77 W,25:37:13.60 N,-107.530215,25.620445
25DTV0166M,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 166,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,3,BADIRAGUATO,224,POTRERO DE LOS MEDINA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80536,,,,,5,9,14,1,0,1,2,3,,107:22:10.34 W,25:28:42.75 N,-107.36954,25.478543
25DPR1987Z,1,MATUTINO,MIGUEL ANGEL SERRANO CASTILLO,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,18,NAVOLATO,393,COLONIA PRIMAVERA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80338,,,,,43,21,64,1,1,2,3,5,,107:47:40.88 W,24:42:1.43 N,-107.794689,24.700398
25DPR2023D,2,VESPERTINO,RAUL CERVANTES AHUMADA,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,1,CULIACÁN ROSALES,CALLE MARTIN LUIS GUZMAN,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,704,INFONAVIT BARRANCOS II,80184,7104648,7104648,,,170,149,319,3,9,12,12,12,,107:25:31.88 W,24:44:58.03 N,-107.425522,24.749452
25EES0224F,2,VESPERTINO,GENERAL SALVADOR ALVARADO,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,ESTATAL,25,SINALOA,18,NAVOLATO,91,GENERAL ÁNGEL FLORES (LA PALMA),CALLE VENUSTIANO CARRANZA,300,NINGUNO NINGUNO,CALLE JUSTO SIERRA,NINGUNO NINGUNO,12,NINGUNO,0,,,,,76,63,139,7,8,15,6,6,,107:39:27.63 W,24:49:14.49 N,-107.657676,24.820693
25DTV0080G,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 80,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,2146,JUNTAS DE SAN IGNACIO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80311,,,,,6,8,14,0,1,1,2,2,,107:11:17.49 W,25:12:37.99 N,-107.188191,25.210554
25EIC0010Z,4,DISCONTINUO,ICATSIN UNIDAD DE CAPACITACION CULIACAN III,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PÚBLICO,ESTATAL,25,SINALOA,6,CULIACÁN,1,CULIACÁN ROSALES,CALLE SEXTA SIN NUMEO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,509,SAN JUAN,80240,7621110,7621110,,,,,,,,,,,,107:21:13.69 W,24:47:55.17 N,-107.353804,24.798657
25EIC0029Y,4,DISCONTINUO,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE SIN. PLANTEL JUAN JOSE RIOS,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PÚBLICO,ESTATAL,25,SINALOA,11,GUASAVE,138,JUAN JOSÉ RÍOS,CALLE 8,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,0,,,,,,,,,,,,,,108:49:30.55 W,25:45:25.78 N,-108.825152,25.757162
25EJN0130H,1,MATUTINO,ESTEFANIA CASTAÑEDA,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,ESTATAL,25,SINALOA,12,MAZATLÁN,1,MAZATLÁN,CALLE HIDALGO,315,CALLE BENITO JUAREZ,CALLE GUILLERMO NELSON,NINGUNO NINGUNO,5,CENTRO,82000,9813427,9813427,,,89,110,199,0,9,9,9,9,,106:25:20.73 W,23:12:14.86 N,-106.422425,23.204127
25DTV0256E,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 256,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,17,SINALOA,275,SANTA TERESITA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,81985,,,,,22,18,40,1,1,2,3,3,,108:39:48.14 W,25:46:15.15 N,-108.663373,25.770875
25DTV0315D,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 315,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,3,BADIRAGUATO,282,SURUTATO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80600,,,,,19,34,53,3,0,3,3,3,,107:33:43.14 W,25:48:15.10 N,-107.561983,25.804195
25DTV0119B,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 119,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,6,CULIACÁN,381,JACOLA (EL GUAYABO),NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,1,NINGUNO,80460,,,,,15,24,39,1,1,2,2,3,,107:7:15.62 W,24:15:8.38 N,-107.121006,24.252328
25DTV0351I,1,MATUTINO,TELESECUNDARIA FEDERALIZADA NUM. 351,BÁSICA,SECUNDARIA,TELESECUNDARIA,PÚBLICO,FEDERAL TRANSFERIDO,25,SINALOA,4,CONCORDIA,39,LA CONCEPCIÓN (LA BARRIGONA),NINGUNO NINGUNO,0,CALLE NINGUNA,NINGUNO NINGUNO,CALLE NINGUNA,1,NINGUNO,0,,,,,28,29,57,2,1,3,3,3,,106:10:8.40 W,23:23:38.04 N,-106.169,23.3939
25ECB0051G,2,VESPERTINO,COBAES NUMERO 51 GENERAL TEOFILO NORIS,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,25,SINALOA,14,ROSARIO,388,AGUA VERDE,CALLE 20 DE NOVIEMBRE,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,2,NINGUNO,82872,,,,,,,,,,,,,,105:58:11.40 W,22:53:38.31 N,-105.969832,22.893975
25EES0009P,2,VESPERTINO,MAR DE CORTEZ,BÁSICA,SECUNDARIA,GENERAL,PÚBLICO,ESTATAL,25,SINALOA,1,AHOME,240,TOPOLOBAMPO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,17,NINGUNO,81370,8620988,8620988,,,106,108,214,7,8,15,9,9,,109:3:8.42 W,25:36:5.71 N,-109.052339,25.601586
25ECB0020N,2,VESPERTINO,PROF. JESUS MANUEL IBARRA PEIRO,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,25,SINALOA,13,MOCORITO,235,PERICOS,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,14,NINGUNO,0,,,,,,,,,,,,,,107:42:25.95 W,25:5:3.78 N,-107.707208,25.084383
