"","ent","cve","nivel","servicio","total","alumnos","docentes"
"356","CHIAPAS","07012","PRIMARIA","COMUNITARIO",16,247,20
"357","CHIAPAS","07012","PRIMARIA","GENERAL",17,4240,125
"358","CHIAPAS","07012","PRIMARIA","INDÍGENA",5,467,13
"359","CHIAPAS","07012","SECUNDARIA","COMUNITARIO",9,103,12
"360","CHIAPAS","07012","SECUNDARIA","GENERAL",4,1346,48
"361","CHIAPAS","07012","SECUNDARIA","TELESECUNDARIA",1,55,2
"362","CHIAPAS","07013","PREESCOLAR","COMUNITARIO",11,135,8
"363","CHIAPAS","07013","PREESCOLAR","GENERAL",6,683,20
"364","CHIAPAS","07013","PREESCOLAR","INDÍGENA",17,1094,17
"365","CHIAPAS","07013","PRIMARIA","COMUNITARIO",7,100,10
"366","CHIAPAS","07013","PRIMARIA","GENERAL",10,1838,65
"367","CHIAPAS","07013","PRIMARIA","INDÍGENA",20,2167,57
"368","CHIAPAS","07013","SECUNDARIA","COMUNITARIO",3,77,7
"369","CHIAPAS","07013","SECUNDARIA","TELESECUNDARIA",5,459,18
"370","CHIAPAS","07014","PREESCOLAR","COMUNITARIO",6,74,8
"371","CHIAPAS","07014","PREESCOLAR","GENERAL",2,310,10
"372","CHIAPAS","07014","PREESCOLAR","INDÍGENA",19,1196,25
"373","CHIAPAS","07014","PRIMARIA","COMUNITARIO",4,43,4
"374","CHIAPAS","07014","PRIMARIA","GENERAL",4,1222,49
"375","CHIAPAS","07014","PRIMARIA","INDÍGENA",13,1218,29
"376","CHIAPAS","07014","SECUNDARIA","COMUNITARIO",1,0,0
"377","CHIAPAS","07014","SECUNDARIA","TÉCNICA",2,270,9
"378","CHIAPAS","07014","SECUNDARIA","TELESECUNDARIA",3,428,13
"379","CHIAPAS","07015","PREESCOLAR","COMUNITARIO",2,19,2
"380","CHIAPAS","07015","PREESCOLAR","GENERAL",17,1292,35
"381","CHIAPAS","07015","PREESCOLAR","INDÍGENA",11,327,3
"382","CHIAPAS","07015","PRIMARIA","GENERAL",15,2416,91
"383","CHIAPAS","07015","PRIMARIA","INDÍGENA",15,886,19
"384","CHIAPAS","07015","SECUNDARIA","TELESECUNDARIA",9,800,30
"385","CHIAPAS","07016","PREESCOLAR","COMUNITARIO",8,85,9
"386","CHIAPAS","07016","PREESCOLAR","GENERAL",15,595,11
"387","CHIAPAS","07016","PRIMARIA","COMUNITARIO",3,30,4
"388","CHIAPAS","07016","PRIMARIA","GENERAL",16,904,28
"389","CHIAPAS","07016","SECUNDARIA","TÉCNICA",1,227,8
"390","CHIAPAS","07016","SECUNDARIA","TELESECUNDARIA",4,173,10
"391","CHIAPAS","07017","PREESCOLAR","COMUNITARIO",20,167,20
"392","CHIAPAS","07017","PREESCOLAR","GENERAL",39,2698,82
"393","CHIAPAS","07017","PREESCOLAR","INDÍGENA",6,266,1
"394","CHIAPAS","07017","PRIMARIA","COMUNITARIO",13,165,15
"395","CHIAPAS","07017","PRIMARIA","GENERAL",44,5973,207
"396","CHIAPAS","07017","PRIMARIA","INDÍGENA",12,693,7
"397","CHIAPAS","07017","SECUNDARIA","COMUNITARIO",9,92,9
"398","CHIAPAS","07017","SECUNDARIA","GENERAL",6,1975,83
"399","CHIAPAS","07017","SECUNDARIA","TÉCNICA",1,63,5
"400","CHIAPAS","07017","SECUNDARIA","TELESECUNDARIA",19,1834,58
"401","CHIAPAS","07018","PREESCOLAR","COMUNITARIO",3,26,3
"402","CHIAPAS","07018","PREESCOLAR","GENERAL",3,127,3
"403","CHIAPAS","07018","PREESCOLAR","INDÍGENA",2,133,3
"404","CHIAPAS","07018","PRIMARIA","GENERAL",4,276,9
"405","CHIAPAS","07018","PRIMARIA","INDÍGENA",4,149,3
"406","CHIAPAS","07018","SECUNDARIA","COMUNITARIO",1,0,0
"407","CHIAPAS","07018","SECUNDARIA","TELESECUNDARIA",5,495,19
"408","CHIAPAS","07019","PREESCOLAR","COMUNITARIO",14,142,13
"409","CHIAPAS","07019","PREESCOLAR","GENERAL",50,4450,133
"410","CHIAPAS","07019","PREESCOLAR","INDÍGENA",5,193,1
"411","CHIAPAS","07019","PRIMARIA","COMUNITARIO",13,119,11
"412","CHIAPAS","07019","PRIMARIA","GENERAL",54,8622,279
"413","CHIAPAS","07019","PRIMARIA","INDÍGENA",17,1129,26
"414","CHIAPAS","07019","SECUNDARIA","COMUNITARIO",2,37,2
"415","CHIAPAS","07019","SECUNDARIA","GENERAL",7,2629,73
"416","CHIAPAS","07019","SECUNDARIA","TÉCNICA",2,1438,26
"417","CHIAPAS","07019","SECUNDARIA","TELESECUNDARIA",17,2058,62
"418","CHIAPAS","07020","PREESCOLAR","COMUNITARIO",16,176,14
"419","CHIAPAS","07020","PREESCOLAR","GENERAL",21,1532,42
"420","CHIAPAS","07020","PRIMARIA","COMUNITARIO",25,377,26
"421","CHIAPAS","07020","PRIMARIA","GENERAL",23,3569,129
"422","CHIAPAS","07020","PRIMARIA","INDÍGENA",3,160,4
"423","CHIAPAS","07020","SECUNDARIA","COMUNITARIO",10,110,8
"424","CHIAPAS","07020","SECUNDARIA","GENERAL",1,259,9
"425","CHIAPAS","07020","SECUNDARIA","TÉCNICA",1,133,5
"426","CHIAPAS","07020","SECUNDARIA","TELESECUNDARIA",9,765,35
"427","CHIAPAS","07021","PREESCOLAR","COMUNITARIO",12,82,11
"428","CHIAPAS","07021","PREESCOLAR","GENERAL",9,307,8
"429","CHIAPAS","07021","PREESCOLAR","INDÍGENA",12,299,4
"430","CHIAPAS","07021","PRIMARIA","COMUNITARIO",2,16,2
"431","CHIAPAS","07021","PRIMARIA","GENERAL",16,1479,55
"432","CHIAPAS","07021","PRIMARIA","INDÍGENA",5,100,2
"433","CHIAPAS","07021","SECUNDARIA","GENERAL",1,394,18
"434","CHIAPAS","07021","SECUNDARIA","TELESECUNDARIA",5,638,25
"435","CHIAPAS","07022","PREESCOLAR","COMUNITARIO",4,42,4
"436","CHIAPAS","07022","PREESCOLAR","INDÍGENA",19,1263,15
"437","CHIAPAS","07022","PRIMARIA","INDÍGENA",16,2634,49
"438","CHIAPAS","07022","SECUNDARIA","TÉCNICA",1,381,10
"439","CHIAPAS","07022","SECUNDARIA","TELESECUNDARIA",1,85,0
"440","CHIAPAS","07023","PREESCOLAR","COMUNITARIO",24,371,30
"441","CHIAPAS","07023","PREESCOLAR","GENERAL",7,279,4
"442","CHIAPAS","07023","PREESCOLAR","INDÍGENA",66,4363,75
"443","CHIAPAS","07023","PRIMARIA","COMUNITARIO",8,107,8
"444","CHIAPAS","07023","PRIMARIA","GENERAL",19,2220,73
"445","CHIAPAS","07023","PRIMARIA","INDÍGENA",68,11026,308
"446","CHIAPAS","07023","SECUNDARIA","COMUNITARIO",1,43,3
"447","CHIAPAS","07023","SECUNDARIA","TÉCNICA",4,900,32
"448","CHIAPAS","07023","SECUNDARIA","TELESECUNDARIA",11,1108,23
"449","CHIAPAS","07024","PREESCOLAR","COMUNITARIO",7,53,7
"450","CHIAPAS","07024","PREESCOLAR","INDÍGENA",12,804,14
"451","CHIAPAS","07024","PRIMARIA","COMUNITARIO",1,11,1
"452","CHIAPAS","07024","PRIMARIA","INDÍGENA",9,1011,19
"453","CHIAPAS","07025","PREESCOLAR","COMUNITARIO",3,19,3
"454","CHIAPAS","07025","PREESCOLAR","GENERAL",1,93,2
"455","CHIAPAS","07025","PREESCOLAR","INDÍGENA",10,302,3
"456","CHIAPAS","07025","PRIMARIA","COMUNITARIO",4,57,5
"457","CHIAPAS","07025","PRIMARIA","GENERAL",1,194,10
"458","CHIAPAS","07025","PRIMARIA","INDÍGENA",11,607,20
"459","CHIAPAS","07025","SECUNDARIA","COMUNITARIO",2,0,0
"460","CHIAPAS","07025","SECUNDARIA","TELESECUNDARIA",3,348,16
"461","CHIAPAS","07026","PREESCOLAR","COMUNITARIO",12,122,11
"462","CHIAPAS","07026","PREESCOLAR","GENERAL",3,301,7
"463","CHIAPAS","07026","PREESCOLAR","INDÍGENA",42,2154,32
"464","CHIAPAS","07026","PRIMARIA","COMUNITARIO",5,72,5
"465","CHIAPAS","07026","PRIMARIA","GENERAL",8,1428,44
"466","CHIAPAS","07026","PRIMARIA","INDÍGENA",30,4725,103
"467","CHIAPAS","07026","SECUNDARIA","COMUNITARIO",7,151,10
"468","CHIAPAS","07026","SECUNDARIA","GENERAL",1,121,4
"469","CHIAPAS","07026","SECUNDARIA","TÉCNICA",1,313,7
"470","CHIAPAS","07026","SECUNDARIA","TELESECUNDARIA",6,736,18
"471","CHIAPAS","07027","PREESCOLAR","COMUNITARIO",4,32,4
"472","CHIAPAS","07027","PREESCOLAR","GENERAL",47,3410,90
"473","CHIAPAS","07027","PRIMARIA","COMUNITARIO",1,24,2
"474","CHIAPAS","07027","PRIMARIA","GENERAL",50,9345,318
"475","CHIAPAS","07027","PRIMARIA","INDÍGENA",1,39,1
"476","CHIAPAS","07027","SECUNDARIA","COMUNITARIO",1,5,1
"477","CHIAPAS","07027","SECUNDARIA","GENERAL",6,2406,85
"478","CHIAPAS","07027","SECUNDARIA","TÉCNICA",1,490,11
"479","CHIAPAS","07027","SECUNDARIA","TELESECUNDARIA",16,1813,54
"480","CHIAPAS","07028","PREESCOLAR","GENERAL",4,182,4
"481","CHIAPAS","07028","PRIMARIA","GENERAL",1,65,2
"482","CHIAPAS","07028","SECUNDARIA","TELESECUNDARIA",1,68,2
"483","CHIAPAS","07029","PREESCOLAR","COMUNITARIO",1,7,1
"484","CHIAPAS","07029","PREESCOLAR","GENERAL",2,84,1
"485","CHIAPAS","07029","PREESCOLAR","INDÍGENA",1,15,0
"486","CHIAPAS","07029","PRIMARIA","COMUNITARIO",4,75,7
"487","CHIAPAS","07029","PRIMARIA","GENERAL",3,238,9
"488","CHIAPAS","07029","PRIMARIA","INDÍGENA",2,50,1
"489","CHIAPAS","07029","SECUNDARIA","TELESECUNDARIA",2,255,7
"490","CHIAPAS","07030","PREESCOLAR","COMUNITARIO",23,240,25
"491","CHIAPAS","07030","PREESCOLAR","GENERAL",23,980,23
"492","CHIAPAS","07030","PREESCOLAR","INDÍGENA",1,45,0
"493","CHIAPAS","07030","PRIMARIA","COMUNITARIO",16,270,19
"494","CHIAPAS","07030","PRIMARIA","GENERAL",26,2478,79
"495","CHIAPAS","07030","PRIMARIA","INDÍGENA",5,303,6
"496","CHIAPAS","07030","SECUNDARIA","COMUNITARIO",8,115,9
"497","CHIAPAS","07030","SECUNDARIA","TÉCNICA",1,544,14
"498","CHIAPAS","07030","SECUNDARIA","TELESECUNDARIA",13,1048,39
"499","CHIAPAS","07031","PREESCOLAR","COMUNITARIO",86,758,89
"500","CHIAPAS","07031","PREESCOLAR","GENERAL",12,725,18
"501","CHIAPAS","07031","PREESCOLAR","INDÍGENA",131,4984,53
"502","CHIAPAS","07031","PRIMARIA","COMUNITARIO",64,811,67
"503","CHIAPAS","07031","PRIMARIA","GENERAL",18,2049,67
"504","CHIAPAS","07031","PRIMARIA","INDÍGENA",164,11290,230
"505","CHIAPAS","07031","SECUNDARIA","COMUNITARIO",11,345,16
"506","CHIAPAS","07031","SECUNDARIA","GENERAL",1,214,10
"507","CHIAPAS","07031","SECUNDARIA","TÉCNICA",2,695,22
"508","CHIAPAS","07031","SECUNDARIA","TELESECUNDARIA",28,4433,142
"509","CHIAPAS","07032","PREESCOLAR","COMUNITARIO",13,114,13
"510","CHIAPAS","07032","PREESCOLAR","GENERAL",17,805,20
"511","CHIAPAS","07032","PREESCOLAR","INDÍGENA",3,20,0
"512","CHIAPAS","07032","PRIMARIA","COMUNITARIO",12,132,12
"513","CHIAPAS","07032","PRIMARIA","GENERAL",33,2939,104
"514","CHIAPAS","07032","PRIMARIA","INDÍGENA",4,81,0
"515","CHIAPAS","07032","SECUNDARIA","COMUNITARIO",5,58,5
"516","CHIAPAS","07032","SECUNDARIA","TÉCNICA",2,443,19
"517","CHIAPAS","07032","SECUNDARIA","TELESECUNDARIA",7,585,17
"518","CHIAPAS","07033","PREESCOLAR","COMUNITARIO",6,42,4
"519","CHIAPAS","07033","PREESCOLAR","INDÍGENA",6,247,6
"520","CHIAPAS","07033","PRIMARIA","COMUNITARIO",5,49,5
"521","CHIAPAS","07033","PRIMARIA","INDÍGENA",9,559,20
"522","CHIAPAS","07033","SECUNDARIA","COMUNITARIO",1,10,1
"523","CHIAPAS","07033","SECUNDARIA","TELESECUNDARIA",3,189,8
"524","CHIAPAS","07034","PREESCOLAR","COMUNITARIO",10,89,10
"525","CHIAPAS","07034","PREESCOLAR","GENERAL",34,2380,68
"526","CHIAPAS","07034","PREESCOLAR","INDÍGENA",8,344,1
"527","CHIAPAS","07034","PRIMARIA","COMUNITARIO",3,49,5
"528","CHIAPAS","07034","PRIMARIA","GENERAL",30,4704,173
"529","CHIAPAS","07034","PRIMARIA","INDÍGENA",9,802,20
"530","CHIAPAS","07034","SECUNDARIA","COMUNITARIO",3,24,1
"531","CHIAPAS","07034","SECUNDARIA","GENERAL",1,244,16
"532","CHIAPAS","07034","SECUNDARIA","TÉCNICA",1,163,5
"533","CHIAPAS","07034","SECUNDARIA","TELESECUNDARIA",17,1499,56
"534","CHIAPAS","07035","PREESCOLAR","COMUNITARIO",1,13,1
"535","CHIAPAS","07035","PREESCOLAR","GENERAL",8,649,16
"536","CHIAPAS","07035","PRIMARIA","GENERAL",7,1374,47
"537","CHIAPAS","07035","SECUNDARIA","TELESECUNDARIA",3,392,13
"538","CHIAPAS","07036","PREESCOLAR","COMUNITARIO",5,45,5
"539","CHIAPAS","07036","PREESCOLAR","GENERAL",10,223,1
"540","CHIAPAS","07036","PREESCOLAR","INDÍGENA",2,18,0
"541","CHIAPAS","07036","PRIMARIA","COMUNITARIO",3,34,4
"542","CHIAPAS","07036","PRIMARIA","GENERAL",5,291,13
"543","CHIAPAS","07036","PRIMARIA","INDÍGENA",7,191,4
"544","CHIAPAS","07036","SECUNDARIA","TÉCNICA",1,281,8
"545","CHIAPAS","07036","SECUNDARIA","TELESECUNDARIA",1,150,4
"546","CHIAPAS","07037","PREESCOLAR","COMUNITARIO",2,24,2
"547","CHIAPAS","07037","PREESCOLAR","GENERAL",26,880,19
"548","CHIAPAS","07037","PRIMARIA","COMUNITARIO",2,23,2
"549","CHIAPAS","07037","PRIMARIA","GENERAL",22,1982,70
"550","CHIAPAS","07037","PRIMARIA","INDÍGENA",2,75,1
"551","CHIAPAS","07037","SECUNDARIA","GENERAL",3,826,35
"552","CHIAPAS","07037","SECUNDARIA","TÉCNICA",2,436,13
"553","CHIAPAS","07037","SECUNDARIA","TELESECUNDARIA",5,519,13
"554","CHIAPAS","07038","PREESCOLAR","COMUNITARIO",10,78,11
"555","CHIAPAS","07038","PREESCOLAR","GENERAL",8,263,4
"556","CHIAPAS","07038","PREESCOLAR","INDÍGENA",13,806,12
"557","CHIAPAS","07038","PRIMARIA","COMUNITARIO",4,59,6
"558","CHIAPAS","07038","PRIMARIA","GENERAL",4,526,22
"559","CHIAPAS","07038","PRIMARIA","INDÍGENA",20,1972,48
"560","CHIAPAS","07038","SECUNDARIA","TÉCNICA",1,252,9
"561","CHIAPAS","07038","SECUNDARIA","TELESECUNDARIA",5,560,17
"562","CHIAPAS","07039","PREESCOLAR","COMUNITARIO",12,181,15
"563","CHIAPAS","07039","PREESCOLAR","GENERAL",6,374,8
"564","CHIAPAS","07039","PREESCOLAR","INDÍGENA",24,1003,16
"565","CHIAPAS","07039","PRIMARIA","COMUNITARIO",7,87,9
"566","CHIAPAS","07039","PRIMARIA","GENERAL",8,955,36
"567","CHIAPAS","07039","PRIMARIA","INDÍGENA",31,1868,40
"568","CHIAPAS","07039","SECUNDARIA","COMUNITARIO",1,6,1
"569","CHIAPAS","07039","SECUNDARIA","GENERAL",1,142,7
"570","CHIAPAS","07039","SECUNDARIA","TELESECUNDARIA",11,1086,36
"571","CHIAPAS","07040","PREESCOLAR","COMUNITARIO",6,116,8
"572","CHIAPAS","07040","PREESCOLAR","GENERAL",21,960,25
"573","CHIAPAS","07040","PREESCOLAR","INDÍGENA",1,60,1
"574","CHIAPAS","07040","PRIMARIA","COMUNITARIO",3,21,3
"575","CHIAPAS","07040","PRIMARIA","GENERAL",34,3741,129
"576","CHIAPAS","07040","PRIMARIA","INDÍGENA",1,163,6
"577","CHIAPAS","07040","SECUNDARIA","COMUNITARIO",2,25,3
"578","CHIAPAS","07040","SECUNDARIA","GENERAL",6,3008,112
"579","CHIAPAS","07040","SECUNDARIA","TÉCNICA",1,211,9
"580","CHIAPAS","07040","SECUNDARIA","TELESECUNDARIA",5,296,12
"581","CHIAPAS","07041","PREESCOLAR","COMUNITARIO",9,113,9
"582","CHIAPAS","07041","PREESCOLAR","GENERAL",21,1370,43
"583","CHIAPAS","07041","PREESCOLAR","INDÍGENA",8,217,2
"584","CHIAPAS","07041","PRIMARIA","COMUNITARIO",14,180,15
"585","CHIAPAS","07041","PRIMARIA","GENERAL",27,2598,74
"586","CHIAPAS","07041","PRIMARIA","INDÍGENA",6,207,4
"587","CHIAPAS","07041","SECUNDARIA","COMUNITARIO",2,9,1
"588","CHIAPAS","07041","SECUNDARIA","TELESECUNDARIA",8,858,28
"589","CHIAPAS","07042","PREESCOLAR","COMUNITARIO",6,69,7
"590","CHIAPAS","07042","PREESCOLAR","GENERAL",3,147,3
"591","CHIAPAS","07042","PREESCOLAR","INDÍGENA",6,191,6
"592","CHIAPAS","07042","PRIMARIA","COMUNITARIO",4,82,6
"593","CHIAPAS","07042","PRIMARIA","GENERAL",7,953,37
"594","CHIAPAS","07042","PRIMARIA","INDÍGENA",3,204,7
"595","CHIAPAS","07042","SECUNDARIA","TELESECUNDARIA",3,252,7
"596","CHIAPAS","07043","PREESCOLAR","COMUNITARIO",8,72,7
"597","CHIAPAS","07043","PREESCOLAR","GENERAL",5,253,8
"598","CHIAPAS","07043","PREESCOLAR","INDÍGENA",6,171,2
"599","CHIAPAS","07043","PRIMARIA","COMUNITARIO",6,53,6
"600","CHIAPAS","07043","PRIMARIA","GENERAL",5,403,13
"601","CHIAPAS","07043","PRIMARIA","INDÍGENA",13,586,17
"602","CHIAPAS","07043","SECUNDARIA","COMUNITARIO",1,0,0
"603","CHIAPAS","07044","PREESCOLAR","GENERAL",23,1000,22
"604","CHIAPAS","07044","PREESCOLAR","INDÍGENA",3,121,1
"605","CHIAPAS","07044","PRIMARIA","COMUNITARIO",1,5,1
"606","CHIAPAS","07044","PRIMARIA","GENERAL",19,2090,75
"607","CHIAPAS","07044","PRIMARIA","INDÍGENA",3,427,12
"608","CHIAPAS","07044","SECUNDARIA","TÉCNICA",1,470,9
"609","CHIAPAS","07044","SECUNDARIA","TELESECUNDARIA",10,998,28
"610","CHIAPAS","07045","PREESCOLAR","COMUNITARIO",1,5,1
"611","CHIAPAS","07045","PREESCOLAR","GENERAL",2,80,2
"612","CHIAPAS","07045","PREESCOLAR","INDÍGENA",3,114,2
"613","CHIAPAS","07045","PRIMARIA","COMUNITARIO",3,40,4
"614","CHIAPAS","07045","PRIMARIA","GENERAL",3,225,7
"615","CHIAPAS","07045","PRIMARIA","INDÍGENA",2,171,7
"616","CHIAPAS","07045","SECUNDARIA","TELESECUNDARIA",2,187,7
"617","CHIAPAS","07046","PREESCOLAR","COMUNITARIO",3,13,3
"618","CHIAPAS","07046","PREESCOLAR","GENERAL",23,1547,48
"619","CHIAPAS","07046","PREESCOLAR","INDÍGENA",5,205,2
"620","CHIAPAS","07046","PRIMARIA","COMUNITARIO",1,33,1
"621","CHIAPAS","07046","PRIMARIA","GENERAL",28,3094,124
"622","CHIAPAS","07046","PRIMARIA","INDÍGENA",1,27,0
"623","CHIAPAS","07046","SECUNDARIA","GENERAL",2,354,15
"624","CHIAPAS","07046","SECUNDARIA","TELESECUNDARIA",14,819,36
"625","CHIAPAS","07047","PREESCOLAR","COMUNITARIO",12,134,12
"626","CHIAPAS","07047","PREESCOLAR","GENERAL",5,395,13
"627","CHIAPAS","07047","PREESCOLAR","INDÍGENA",10,773,17
"628","CHIAPAS","07047","PRIMARIA","COMUNITARIO",8,98,9
"629","CHIAPAS","07047","PRIMARIA","GENERAL",4,1047,40
"630","CHIAPAS","07047","PRIMARIA","INDÍGENA",13,701,13
"631","CHIAPAS","07047","SECUNDARIA","COMUNITARIO",2,6,1
"632","CHIAPAS","07047","SECUNDARIA","GENERAL",1,277,7
"633","CHIAPAS","07047","SECUNDARIA","TELESECUNDARIA",5,718,24
"634","CHIAPAS","07048","PREESCOLAR","COMUNITARIO",13,134,12
"635","CHIAPAS","07048","PREESCOLAR","GENERAL",14,545,11
"636","CHIAPAS","07048","PREESCOLAR","INDÍGENA",1,86,2
"637","CHIAPAS","07048","PRIMARIA","COMUNITARIO",8,84,8
"638","CHIAPAS","07048","PRIMARIA","GENERAL",19,1642,65
"639","CHIAPAS","07048","PRIMARIA","INDÍGENA",1,198,9
"640","CHIAPAS","07048","SECUNDARIA","GENERAL",1,0,0
"641","CHIAPAS","07048","SECUNDARIA","TÉCNICA",1,327,10
"642","CHIAPAS","07048","SECUNDARIA","TELESECUNDARIA",8,779,29
"643","CHIAPAS","07049","PREESCOLAR","COMUNITARIO",19,275,24
"644","CHIAPAS","07049","PREESCOLAR","GENERAL",1,183,6
"645","CHIAPAS","07049","PREESCOLAR","INDÍGENA",21,1123,11
"646","CHIAPAS","07049","PRIMARIA","COMUNITARIO",9,162,14
"647","CHIAPAS","07049","PRIMARIA","GENERAL",3,317,10
"648","CHIAPAS","07049","PRIMARIA","INDÍGENA",28,2064,47
"649","CHIAPAS","07049","SECUNDARIA","COMUNITARIO",1,11,1
"650","CHIAPAS","07049","SECUNDARIA","TÉCNICA",1,647,13
"651","CHIAPAS","07049","SECUNDARIA","TELESECUNDARIA",5,532,10
"652","CHIAPAS","07050","PREESCOLAR","COMUNITARIO",2,13,2
"653","CHIAPAS","07050","PREESCOLAR","GENERAL",2,71,1
"654","CHIAPAS","07050","PRIMARIA","COMUNITARIO",1,27,2
"655","CHIAPAS","07050","PRIMARIA","GENERAL",4,356,16
"656","CHIAPAS","07050","SECUNDARIA","COMUNITARIO",1,16,1
"657","CHIAPAS","07050","SECUNDARIA","TÉCNICA",1,133,5
"658","CHIAPAS","07050","SECUNDARIA","TELESECUNDARIA",2,77,4
"659","CHIAPAS","07051","PREESCOLAR","COMUNITARIO",8,84,8
"660","CHIAPAS","07051","PREESCOLAR","GENERAL",29,1332,32
"661","CHIAPAS","07051","PRIMARIA","COMUNITARIO",6,64,7
"662","CHIAPAS","07051","PRIMARIA","GENERAL",37,3502,131
"663","CHIAPAS","07051","PRIMARIA","INDÍGENA",2,129,2
"664","CHIAPAS","07051","SECUNDARIA","COMUNITARIO",4,31,3
"665","CHIAPAS","07051","SECUNDARIA","TÉCNICA",2,839,20
"666","CHIAPAS","07051","SECUNDARIA","TELESECUNDARIA",15,737,31
"667","CHIAPAS","07052","PREESCOLAR","COMUNITARIO",27,316,26
"668","CHIAPAS","07052","PREESCOLAR","GENERAL",19,1573,45
"669","CHIAPAS","07052","PREESCOLAR","INDÍGENA",78,3853,63
"670","CHIAPAS","07052","PRIMARIA","COMUNITARIO",39,671,46
"671","CHIAPAS","07052","PRIMARIA","GENERAL",36,4274,149
"672","CHIAPAS","07052","PRIMARIA","INDÍGENA",69,7369,164
"673","CHIAPAS","07052","SECUNDARIA","COMUNITARIO",12,199,12
"674","CHIAPAS","07052","SECUNDARIA","TÉCNICA",2,359,14
"675","CHIAPAS","07052","SECUNDARIA","TELESECUNDARIA",28,2497,70
"676","CHIAPAS","07053","PREESCOLAR","COMUNITARIO",4,31,4
"677","CHIAPAS","07053","PREESCOLAR","GENERAL",8,171,1
"678","CHIAPAS","07053","PREESCOLAR","INDÍGENA",6,81,0
"679","CHIAPAS","07053","PRIMARIA","COMUNITARIO",3,45,4
"680","CHIAPAS","07053","PRIMARIA","GENERAL",8,568,22
"681","CHIAPAS","07053","PRIMARIA","INDÍGENA",6,268,8
"682","CHIAPAS","07053","SECUNDARIA","GENERAL",1,123,6
"683","CHIAPAS","07053","SECUNDARIA","TELESECUNDARIA",1,33,3
"684","CHIAPAS","07054","PREESCOLAR","COMUNITARIO",6,71,6
"685","CHIAPAS","07054","PREESCOLAR","GENERAL",14,1051,25
"686","CHIAPAS","07054","PREESCOLAR","INDÍGENA",1,21,0
"687","CHIAPAS","07054","PRIMARIA","COMUNITARIO",3,37,2
"688","CHIAPAS","07054","PRIMARIA","GENERAL",17,2032,75
"689","CHIAPAS","07054","PRIMARIA","INDÍGENA",1,51,1
"690","CHIAPAS","07054","SECUNDARIA","GENERAL",2,675,22
"691","CHIAPAS","07054","SECUNDARIA","TÉCNICA",1,337,10
"692","CHIAPAS","07054","SECUNDARIA","TELESECUNDARIA",4,208,7
"693","CHIAPAS","07055","PREESCOLAR","GENERAL",2,129,4
"694","CHIAPAS","07055","PRIMARIA","GENERAL",5,751,26
"695","CHIAPAS","07055","SECUNDARIA","GENERAL",1,328,11
"696","CHIAPAS","07056","PREESCOLAR","COMUNITARIO",1,11,1
"697","CHIAPAS","07056","PREESCOLAR","INDÍGENA",10,722,10
"698","CHIAPAS","07056","PRIMARIA","COMUNITARIO",1,24,2
"699","CHIAPAS","07056","PRIMARIA","INDÍGENA",9,1998,49
"700","CHIAPAS","07056","SECUNDARIA","TÉCNICA",1,125,4
"701","CHIAPAS","07057","PREESCOLAR","COMUNITARIO",35,274,32
"702","CHIAPAS","07057","PREESCOLAR","GENERAL",42,1795,50
"703","CHIAPAS","07057","PREESCOLAR","INDÍGENA",37,715,2
"704","CHIAPAS","07057","PRIMARIA","COMUNITARIO",15,208,17
"705","CHIAPAS","07057","PRIMARIA","GENERAL",58,4645,171
"706","CHIAPAS","07057","PRIMARIA","INDÍGENA",51,1971,42
"707","CHIAPAS","07057","SECUNDARIA","COMUNITARIO",11,168,11
"708","CHIAPAS","07057","SECUNDARIA","GENERAL",3,1403,38
"709","CHIAPAS","07057","SECUNDARIA","TELESECUNDARIA",16,687,26
"710","CHIAPAS","07058","PREESCOLAR","GENERAL",2,233,6
"711","CHIAPAS","07058","PRIMARIA","GENERAL",1,204,7
"712","CHIAPAS","07059","PREESCOLAR","COMUNITARIO",44,374,43
"713","CHIAPAS","07059","PREESCOLAR","GENERAL",40,3000,71
"714","CHIAPAS","07059","PREESCOLAR","INDÍGENA",134,7403,108
"715","CHIAPAS","07059","PRIMARIA","COMUNITARIO",29,381,33
"716","CHIAPAS","07059","PRIMARIA","GENERAL",69,7597,243
"717","CHIAPAS","07059","PRIMARIA","INDÍGENA",176,17304,385
"718","CHIAPAS","07059","SECUNDARIA","COMUNITARIO",4,114,5
"719","CHIAPAS","07059","SECUNDARIA","GENERAL",6,465,14
"720","CHIAPAS","07059","SECUNDARIA","TÉCNICA",6,2690,60
"721","CHIAPAS","07059","SECUNDARIA","TELESECUNDARIA",43,5477,158
"722","CHIAPAS","07060","PREESCOLAR","INDÍGENA",23,711,11
"723","CHIAPAS","07060","PRIMARIA","COMUNITARIO",1,4,1
"724","CHIAPAS","07060","PRIMARIA","INDÍGENA",23,1197,33
"725","CHIAPAS","07060","SECUNDARIA","TELESECUNDARIA",2,293,9
"726","CHIAPAS","07061","PREESCOLAR","COMUNITARIO",17,229,22
"727","CHIAPAS","07061","PREESCOLAR","GENERAL",21,1776,45
"728","CHIAPAS","07061","PREESCOLAR","INDÍGENA",32,1240,20
"729","CHIAPAS","07061","PRIMARIA","COMUNITARIO",25,297,29
"730","CHIAPAS","07061","PRIMARIA","GENERAL",26,4820,158
"731","CHIAPAS","07061","PRIMARIA","INDÍGENA",32,2084,52
"732","CHIAPAS","07061","SECUNDARIA","COMUNITARIO",3,17,1
"733","CHIAPAS","07061","SECUNDARIA","GENERAL",3,2186,66
