Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
24DJN1874G,2,VESPERTINO,JUAN MANUEL SEGOVIA HERNÁNDEZ,BÁSICA,PREESCOLAR,GENERAL,PÚBLICO,FEDERAL TRANSFERIDO,24,SAN LUIS POTOSÍ,7,CEDRAL,1,CEDRAL,CALLE MADERO,0,CALLE HIDALGO,CALLE GALEANA,CALLE ZARAGOZA,4,CENTRO,78520,4888870880,4888870880,,,,,,,,,,,,100:43:36.51 W,23:49:6.96 N,-100.726808,23.818601
24KJN0580X,1,MATUTINO,PREESCOLAR COMUNITARIO N/C 97-98,BÁSICA,PREESCOLAR,COMUNITARIO,PÚBLICO,FEDERAL,24,SAN LUIS POTOSÍ,32,SANTA MARÍA DEL RÍO,435,CHIQUEROS DEL SAUCITO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,2,CENTRO,79560,,,,,0,3,3,0,0,0,0,0,,100:26:13.20 W,21:50:26.16 N,-100.437,21.8406
24PBH0097D,3,NOCTURNO,ESCUELA PREPARATORIA SAN LUIS DE LA PATRIA,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PRIVADO,PRIVADO,24,SAN LUIS POTOSÍ,28,SAN LUIS POTOSÍ,1,SAN LUIS POTOSÍ,CALLE MIGUEL BARRAGAN,480,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,887,SAN MIGUELITO,78233,8141018,8141018,,,,,,,,,,,,0:0:0.00 W,0:0:0.00 S,0,0
24PBH0097D,1,MATUTINO,ESCUELA PREPARATORIA SAN LUIS DE LA PATRIA,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PRIVADO,PRIVADO,24,SAN LUIS POTOSÍ,28,SAN LUIS POTOSÍ,1,SAN LUIS POTOSÍ,CALLE MIGUEL BARRAGAN,480,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,887,SAN MIGUELITO,78233,8141018,8141018,,,,,,,,,,,,0:0:0.00 W,0:0:0.00 S,0,0
24PBH3662C,1,MATUTINO,BACHILLERATO INSTITUTO MOTOLINIA,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PRIVADO,PRIVADO,24,SAN LUIS POTOSÍ,13,CIUDAD VALLES,1,CIUDAD VALLES,BOULEVARD MEXICO LAREDO,2,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,152,CENTRO,79000,3814600,3814600,,,,,,,,,,,,0:0:0.00 W,0:0:0.00 S,0,0
24PJN0510X,1,MATUTINO,INSTITUTO MATEHUALENSE,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,24,SAN LUIS POTOSÍ,20,MATEHUALA,1,MATEHUALA,CALLE CUAHUTEMOC,121,CALLE MORELOS,CALLE MENDEZ-RAYON,CALLE JULIAN DE LOS REYES,137,PRIVADAS DEL PEDREGAL,78700,8820640,8820640,,,9,9,18,0,1,1,2,3,,100:38:38.40 W,23:38:47.04 N,-100.644,23.6464
24KPR2893B,1,MATUTINO,CURSO COMUNITARIO,BÁSICA,PRIMARIA,COMUNITARIO,PÚBLICO,FEDERAL,24,SAN LUIS POTOSÍ,31,SANTA CATARINA,7,CARRIZAL GRANDE,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,2,CENTRO,79790,,,,,7,3,10,1,0,1,0,0,,99:29:0.60 W,21:32:47.76 N,-99.4835,21.5466
24PJN0530K,1,MATUTINO,MUNDO FELIZ,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,24,SAN LUIS POTOSÍ,20,MATEHUALA,1,MATEHUALA,CALLE 16 DE SEPTIEMBRE,413,CALLE FRANCISCO I. MADERO,CALLE JULIAN DE LOS REYES,CALLE 5 DE MAYO,9,CENTRO,0,8826891,8826891,,,18,19,37,0,2,2,2,2,,100:38:38.40 W,23:38:47.04 N,-100.644,23.6464
24KPR2582Z,1,MATUTINO,CURSO COMUNITARIO,BÁSICA,PRIMARIA,COMUNITARIO,PÚBLICO,FEDERAL,24,SAN LUIS POTOSÍ,6,CATORCE,41,SAN FRANCISCO DEL REFUGIO,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,2,CENTRO,78540,,,,,2,2,4,1,0,1,0,0,,101:18:39.60 W,23:42:24.12 N,-101.311,23.7067
24KJN1588W,1,MATUTINO,PREESCOLAR COMUNITARIO,BÁSICA,PREESCOLAR,COMUNITARIO,PÚBLICO,FEDERAL,24,SAN LUIS POTOSÍ,24,RIOVERDE,109,LOS ALAMITOS,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,2,CENTRO,79600,,,,,0,3,3,1,0,1,0,0,,100:4:51.60 W,21:45:1.44 N,-100.081,21.7504
